1503, 1503
329, 849, 24
1437, 1118, 21
52, 962, 24
943, 306, 10
271, 448, 23
17, 1502, 30
497, 627, 27
273, 128, 26
158, 1283, 13
77, 337, 15
465, 835, 20
735, 1124, 20
17, 2, 30
847, 1356, 21
412, 218, 29
899, 598, 11
129, 588, 22
1173, 1066, 15
404, 381, 20
1362, 1395, 18
462, 1047, 23
18, 1503, 30
1111, 812, 30
1034, 1446, 21
1232, 200, 22
18, 1502, 30
500, 72, 22
1351, 428, 26
457, 302, 26
301, 1480, 10
1277, 1068, 29
18, 2, 30
583, 1469, 18
540, 1244, 26
1089, 1457, 10
1422, 381, 16
19, 1503, 30
1095, 932, 13
284, 629, 11
1236, 238, 12
5, 256, 30
1275, 80, 25
1301, 379, 21
1236, 1464, 30
1240, 1122, 24
128, 1374, 15
19, 1502, 30
227, 1452, 22
266, 181, 26
96, 405, 23
759, 379, 15
564, 142, 11
1136, 331, 21
1358, 765, 15
611, 1163, 17
19, 2, 30
1252, 1059, 29
919, 1284, 28
68, 499, 24
1145, 234, 13
508, 1430, 18
169, 237, 14
1178, 341, 29
632, 135, 26
904, 1486, 21
20, 1503, 30
1148, 741, 16
860, 1306, 12
1043, 1008, 26
1461, 315, 14
20, 1502, 30
1080, 1199, 16
1376, 365, 29
449, 1334, 15
975, 1361, 16
1470, 416, 15
1087, 1021, 19
172, 1399, 21
20, 2, 30
980, 497, 10
708, 822, 21
570, 184, 19
538, 485, 24
213, 1012, 15
174, 348, 17
1472, 594, 29
198, 1480, 14
21, 1503, 30
391, 1085, 16
136, 1150, 22
38, 1124, 13
21, 1502, 30
234, 1048, 26
876, 497, 11
1500, 1070, 23
491, 118, 16
788, 440, 29
1353, 52, 10
351, 783, 28
575, 1102, 16
1424, 878, 14
21, 2, 30
985, 1436, 20
995, 1472, 18
926, 353, 13
315, 1359, 21
1479, 409, 28
717, 663, 13
796, 604, 17
22, 1503, 30
123, 460, 22
536, 129, 13
1175, 41, 26
1462, 785, 27
735, 1266, 30
1206, 1247, 30
22, 1502, 30
274, 473, 27
643, 1387, 17
971, 1246, 10
1366, 556, 15
444, 1354, 28
159, 456, 11
938, 1487, 30
800, 747, 27
333, 1280, 17
22, 2, 30
687, 305, 19
615, 481, 20
1157, 1147, 16
23, 1503, 30
786, 6, 16
464, 209, 17
717, 884, 17
1129, 258, 12
373, 1063, 15
858, 522, 13
1380, 455, 15
1252, 808, 26
1440, 61, 25
769, 988, 16
23, 1502, 30
1124, 529, 24
414, 338, 18
689, 58, 23
565, 65, 12
1230, 958, 27
1478, 275, 13
1128, 1139, 29
23, 2, 30
431, 416, 21
1141, 972, 17
1311, 1099, 16
14, 126, 23
1422, 273, 23
8, 972, 30
207, 1016, 19
676, 1460, 13
30, 1141, 25
24, 1503, 30
724, 216, 20
328, 1471, 16
1079, 609, 14
691, 209, 11
24, 1502, 30
661, 570, 16
340, 790, 11
144, 1227, 19
704, 315, 19
1441, 846, 21
33, 1182, 27
656, 1212, 27
506, 1416, 11
24, 2, 30
325, 1189, 20
837, 259, 11
471, 247, 19
31, 455, 28
784, 803, 20
1367, 1203, 28
1373, 1426, 22
276, 274, 25
25, 1503, 30
968, 1209, 24
699, 101, 16
823, 818, 11
65, 635, 25
589, 861, 26
1449, 528, 29
1453, 965, 30
1495, 522, 10
1087, 527, 13
25, 1502, 30
262, 786, 18
967, 1382, 15
876, 24, 20
306, 1480, 15
77, 1071, 22
422, 690, 22
960, 922, 27
25, 2, 30
396, 1437, 29
999, 1364, 12
905, 369, 23
891, 664, 11
311, 1314, 15
291, 1088, 22
8, 1402, 16
1355, 341, 19
616, 646, 29
1456, 1132, 12
26, 1503, 30
551, 873, 29
1340, 1198, 19
880, 995, 16
749, 1474, 17
26, 1502, 30
1479, 669, 21
230, 561, 28
79, 1401, 14
41, 1482, 21
242, 363, 13
1278, 202, 12
547, 620, 30
1128, 683, 27
26, 2, 30
961, 198, 30
952, 198, 14
335, 941, 19
925, 1028, 19
1310, 1155, 15
53, 273, 30
27, 1503, 30
912, 1235, 22
1266, 848, 17
1235, 969, 17
213, 287, 24
491, 144, 15
27, 1502, 30
136, 1224, 25
1333, 719, 17
633, 292, 17
321, 718, 11
1366, 1323, 16
476, 270, 16
27, 2, 30
694, 597, 11
59, 1159, 19
907, 1469, 26
289, 715, 23
296, 268, 20
181, 922, 15
91, 408, 23
664, 1320, 11
597, 1454, 12
28, 1503, 30
390, 627, 29
693, 661, 12
1163, 1237, 22
11, 782, 13
1223, 964, 13
28, 1502, 30
589, 1247, 10
276, 930, 24
1127, 545, 15
28, 2, 30
727, 1311, 19
98, 1102, 21
516, 1331, 21
1254, 1362, 22
53, 437, 17
1189, 147, 19
304, 844, 18
29, 1503, 30
700, 1331, 21
929, 139, 26
39, 404, 15
105, 496, 27
1246, 407, 21
823, 1280, 27
29, 1502, 30
1160, 1432, 23
345, 659, 13
1047, 1294, 11
955, 582, 20
1266, 67, 23
29, 2, 30
512, 1365, 28
278, 1069, 25
677, 1282, 26
30, 1503, 30
1224, 1397, 29
667, 1473, 29
1134, 1421, 12
30, 1502, 30
336, 132, 22
1330, 1356, 25
964, 779, 28
1068, 643, 12
401, 1457, 23
790, 573, 10
410, 205, 19
30, 2, 30
304, 1240, 28
110, 1217, 22
1393, 752, 13
1298, 794, 23
1090, 1331, 21
31, 1503, 30
938, 150, 25
444, 1415, 10
1492, 1291, 14
1302, 71, 23
533, 1258, 28
1414, 468, 17
31, 1502, 30
1370, 1139, 13
1354, 1345, 28
641, 584, 29
767, 1249, 17
381, 825, 15
614, 505, 15
614, 858, 22
545, 1237, 11
1428, 958, 22
849, 337, 25
31, 2, 30
103, 242, 21
1005, 1491, 14
281, 1186, 12
676, 1045, 24
32, 1503, 30
1209, 189, 27
204, 651, 27
1410, 1088, 15
1015, 1480, 27
458, 1046, 27
109, 533, 12
701, 1226, 18
684, 1053, 28
714, 1009, 22
32, 1502, 30
550, 1286, 28
1492, 1107, 26
810, 1126, 13
125, 873, 30
980, 315, 20
842, 1220, 28
32, 2, 30
1188, 1030, 30
1328, 1132, 13
777, 1243, 16
768, 626, 17
136, 1331, 22
33, 1503, 30
472, 72, 19
481, 1335, 18
645, 971, 18
1241, 1218, 18
820, 1166, 11
33, 1502, 30
1212, 956, 16
749, 1109, 23
896, 1203, 22
33, 2, 30
369, 1429, 25
1191, 1007, 28
738, 1469, 20
526, 813, 20
34, 1503, 30
1044, 728, 16
429, 626, 16
834, 1010, 19
1394, 1478, 17
34, 1502, 30
308, 14, 20
417, 835, 29
488, 497, 23
640, 628, 30
15, 891, 30
176, 1224, 24
1478, 1234, 15
1396, 460, 15
905, 1428, 26
34, 2, 30
1419, 640, 20
698, 342, 18
1310, 580, 24
1448, 139, 28
75, 1146, 16
460, 1063, 17
727, 61, 24
35, 1503, 30
1495, 97, 23
422, 815, 19
544, 1441, 28
799, 748, 18
943, 70, 12
1118, 724, 12
1494, 744, 23
35, 1502, 30
823, 323, 25
118, 1361, 23
416, 2, 18
16, 327, 11
35, 2, 30
1102, 946, 22
327, 743, 29
1154, 78, 24
1414, 745, 12
431, 1484, 22
1112, 674, 14
398, 1331, 17
761, 1219, 25
115, 870, 13
36, 1503, 30
1404, 60, 30
861, 594, 20
221, 839, 16
36, 1502, 30
269, 404, 23
6, 385, 17
552, 356, 23
169, 99, 21
349, 1172, 14
459, 839, 24
36, 2, 30
1319, 1059, 22
452, 458, 22
1249, 64, 28
37, 1503, 30
1112, 544, 16
1464, 1190, 30
32, 784, 17
545, 221, 25
1231, 950, 22
1268, 1275, 15
1021, 1177, 18
558, 164, 29
853, 993, 28
37, 1502, 30
459, 1105, 29
1490, 1226, 24
865, 1441, 30
1085, 476, 14
37, 2, 30
1022, 175, 12
1045, 19, 16
1098, 704, 21
618, 325, 12
1144, 752, 13
1182, 1162, 15
38, 1503, 30
505, 450, 13
211, 838, 24
384, 39, 10
951, 169, 30
38, 1502, 30
1201, 10, 10
487, 788, 10
329, 44, 23
1191, 1349, 21
34, 869, 27
946, 1016, 12
260, 117, 10
1043, 280, 11
909, 488, 16
38, 2, 30
1475, 1043, 16
965, 805, 29
687, 1351, 15
1030, 138, 28
774, 993, 18
104, 762, 26
70, 1405, 12
1340, 740, 17
1201, 260, 19
126, 220, 12
39, 1503, 30
763, 1044, 21
284, 1489, 15
891, 697, 16
876, 787, 20
1208, 209, 14
39, 1502, 30
610, 844, 26
1466, 821, 23
910, 509, 20
1288, 437, 18
768, 640, 24
679, 817, 22
863, 1489, 26
364, 1071, 14
842, 108, 20
39, 2, 30
1151, 161, 24
425, 494, 10
165, 407, 28
291, 828, 29
656, 254, 23
590, 1137, 30
1399, 465, 26
980, 569, 20
40, 1503, 30
35, 905, 15
727, 1005, 19
1259, 303, 15
951, 852, 23
1279, 738, 19
753, 647, 24
1266, 382, 14
291, 551, 29
1392, 34, 12
339, 1473, 21
40, 1502, 30
1379, 676, 29
1356, 867, 27
141, 1428, 11
867, 840, 18
830, 1007, 10
40, 2, 30
1418, 977, 10
670, 385, 11
651, 105, 13
41, 1503, 30
1316, 1273, 25
692, 1132, 12
169, 429, 14
1265, 1496, 29
749, 1495, 18
893, 527, 19
546, 1053, 28
41, 1502, 30
929, 222, 12
439, 1195, 29
1142, 153, 30
1114, 52, 23
616, 230, 19
41, 2, 30
1110, 1269, 11
1291, 103, 12
674, 39, 28
991, 922, 12
703, 1374, 26
1495, 698, 28
905, 1295, 27
1494, 1286, 17
42, 1503, 30
763, 790, 20
199, 1469, 25
1455, 910, 10
1130, 548, 24
1140, 89, 11
42, 1502, 30
46, 1182, 23
1187, 877, 27
144, 784, 18
1045, 1294, 17
1466, 769, 13
428, 1096, 27
42, 2, 30
1485, 1255, 16
1458, 792, 25
1096, 1002, 30
752, 1188, 13
208, 648, 23
623, 1162, 15
99, 323, 18
43, 1503, 30
736, 29, 11
281, 758, 26
482, 1489, 19
224, 1186, 15
1482, 697, 20
233, 620, 19
1164, 835, 28
249, 1374, 29
43, 1502, 30
73, 1310, 11
846, 1186, 12
334, 567, 18
1485, 1387, 16
368, 680, 11
596, 973, 22
43, 2, 30
562, 849, 28
647, 844, 14
315, 842, 16
1022, 997, 28
847, 625, 24
257, 1326, 13
747, 325, 12
1090, 1312, 14
1500, 1322, 24
1008, 1375, 20
44, 1503, 30
30, 869, 13
322, 675, 14
240, 205, 30
1378, 1102, 15
95, 1091, 10
44, 1502, 30
940, 419, 30
1129, 217, 29
1281, 1352, 23
634, 500, 15
766, 1241, 17
37, 558, 21
83, 751, 19
44, 2, 30
1267, 505, 24
388, 954, 15
690, 643, 11
682, 1113, 26
465, 581, 14
384, 278, 27
1197, 62, 29
146, 38, 27
99, 1373, 23
1187, 576, 17
45, 1503, 30
1038, 518, 10
694, 1196, 10
905, 654, 28
1384, 9, 30
45, 1502, 30
496, 1178, 22
1308, 314, 23
911, 76, 24
45, 2, 30
638, 604, 18
784, 434, 25
325, 333, 11
35, 1143, 14
46, 1503, 30
72, 208, 26
817, 949, 21
546, 1464, 21
972, 1078, 21
35, 1082, 14
308, 676, 27
1241, 727, 27
575, 494, 30
46, 1502, 30
865, 844, 18
1348, 113, 15
379, 799, 11
1209, 990, 13
873, 913, 24
324, 1408, 18
842, 1345, 17
135, 1207, 20
333, 841, 21
800, 927, 19
46, 2, 30
1319, 688, 15
828, 329, 11
1114, 109, 14
1444, 1150, 27
776, 1427, 23
893, 740, 14
513, 1272, 26
47, 1503, 30
122, 94, 10
781, 267, 10
594, 306, 26
782, 716, 28
851, 1263, 26
721, 88, 11
47, 1502, 30
551, 999, 26
502, 1243, 29
794, 393, 10
286, 35, 18
853, 1023, 14
565, 1169, 22
47, 2, 30
319, 729, 12
272, 1164, 14
172, 983, 19
1097, 675, 18
1271, 690, 14
888, 207, 22
48, 1503, 30
1171, 1271, 14
620, 132, 14
156, 844, 16
48, 1502, 30
762, 487, 15
774, 1069, 29
1101, 199, 23
714, 1146, 21
1021, 747, 17
891, 741, 28
48, 2, 30
375, 407, 11
1047, 762, 15
835, 579, 13
910, 1148, 30
1005, 622, 18
1298, 1039, 19
277, 628, 12
777, 681, 30
682, 311, 26
49, 1503, 30
611, 429, 15
747, 118, 14
726, 1004, 20
837, 913, 10
332, 663, 12
406, 483, 22
1114, 181, 29
138, 437, 23
1443, 356, 20
779, 99, 25
49, 1502, 30
936, 1426, 21
460, 1484, 16
607, 660, 18
31, 878, 16
255, 1381, 16
885, 927, 15
833, 630, 20
108, 961, 25
816, 352, 11
49, 2, 30
454, 723, 13
327, 1325, 16
544, 1041, 17
50, 1503, 30
1288, 533, 12
378, 70, 11
1129, 45, 18
1341, 1016, 22
697, 838, 16
1264, 529, 13
1207, 815, 18
992, 387, 25
50, 1502, 30
1000, 887, 26
643, 1119, 13
562, 503, 12
687, 1044, 25
77, 402, 11
50, 2, 30
1007, 370, 26
237, 466, 20
484, 382, 22
907, 733, 20
53, 333, 28
221, 756, 30
519, 1414, 23
1195, 29, 10
1328, 300, 25
469, 32, 19
51, 1503, 30
391, 66, 22
1290, 184, 19
620, 27, 20
1314, 634, 28
419, 599, 13
1062, 495, 15
540, 1216, 28
51, 1502, 30
692, 685, 26
32, 50, 20
1214, 1309, 12
856, 902, 29
51, 2, 30
279, 96, 16
1146, 658, 23
1371, 866, 16
1063, 1180, 15
837, 107, 25
906, 1068, 29
306, 1413, 13
1122, 1058, 26
642, 1231, 13
52, 1503, 30
661, 258, 14
22, 216, 14
1140, 745, 28
789, 717, 18
258, 1258, 10
189, 462, 10
349, 597, 14
52, 1502, 30
152, 353, 28
35, 762, 23
792, 125, 18
625, 723, 25
312, 620, 20
578, 36, 23
901, 142, 10
1076, 891, 14
1453, 1229, 28
52, 2, 30
1304, 220, 15
506, 366, 24
110, 760, 11
462, 1176, 20
1166, 798, 24
386, 1151, 14
1245, 287, 29
804, 33, 20
53, 1503, 30
307, 694, 13
1372, 961, 23
941, 354, 20
37, 682, 20
53, 1502, 30
561, 1295, 10
895, 794, 30
979, 315, 25
453, 379, 22
261, 162, 25
334, 308, 29
556, 990, 23
1113, 1276, 12
53, 2, 30
461, 558, 21
1286, 1274, 21
1004, 1297, 13
940, 756, 21
1344, 1495, 11
1247, 1041, 22
925, 815, 23
262, 143, 21
554, 1159, 11
815, 152, 14
54, 1503, 30
986, 999, 19
1383, 1051, 18
963, 591, 12
54, 1502, 30
309, 423, 18
408, 62, 13
427, 1195, 25
941, 627, 11
841, 677, 27
473, 592, 12
1255, 911, 14
54, 2, 30
324, 206, 14
184, 257, 23
1295, 316, 26
1118, 1330, 28
450, 1088, 11
446, 490, 25
257, 850, 24
1024, 413, 17
55, 1503, 30
942, 179, 11
1089, 211, 14
518, 469, 16
914, 1379, 29
1440, 148, 22
1227, 1048, 13
694, 556, 12
1176, 1402, 19
103, 1383, 27
55, 1502, 30
105, 679, 17
245, 725, 29
803, 1306, 26
963, 537, 18
823, 513, 12
207, 983, 20
55, 2, 30
1089, 17, 30
279, 1081, 22
1232, 658, 20
768, 319, 24
782, 697, 29
796, 265, 26
1251, 502, 17
1392, 1389, 29
56, 1503, 30
427, 1132, 25
14, 1102, 29
189, 1298, 28
1061, 144, 25
56, 1502, 30
59, 1324, 19
937, 1090, 23
70, 638, 29
728, 1031, 29
1274, 815, 30
1231, 1486, 27
1345, 706, 26
507, 135, 24
236, 1322, 15
56, 2, 30
315, 76, 29
1457, 1130, 18
1103, 373, 29
1465, 742, 26
57, 1503, 30
612, 791, 18
391, 1323, 16
1135, 892, 23
1433, 70, 23
57, 1502, 30
903, 757, 10
921, 102, 27
554, 584, 10
72, 1413, 27
612, 516, 20
605, 1213, 24
57, 2, 30
712, 169, 16
1368, 1365, 30
351, 1067, 24
908, 834, 28
58, 1503, 30
362, 1455, 18
603, 949, 30
837, 407, 18
553, 1289, 29
817, 379, 16
1000, 291, 26
1120, 430, 16
390, 1491, 21
1079, 87, 27
30, 534, 17
58, 1502, 30
1202, 406, 17
586, 987, 19
81, 773, 15
1222, 1081, 22
1205, 1002, 14
317, 318, 24
697, 772, 19
58, 2, 30
1436, 599, 14
45, 602, 23
1052, 1270, 28
1243, 398, 11
1488, 313, 24
276, 536, 18
146, 677, 13
59, 1503, 30
1094, 1315, 10
971, 1158, 26
1175, 563, 26
447, 1470, 14
926, 605, 19
168, 1265, 30
952, 1291, 14
455, 1306, 15
59, 1502, 30
712, 345, 15
1045, 267, 30
594, 1274, 18
1170, 1045, 17
59, 2, 30
332, 445, 18
335, 312, 22
978, 607, 28
1489, 609, 25
356, 83, 17
378, 383, 10
170, 3, 13
108, 309, 16
60, 1503, 30
1175, 889, 18
442, 1223, 22
11, 135, 10
1030, 1481, 17
232, 587, 24
1367, 759, 11
433, 741, 18
60, 1502, 30
870, 730, 21
844, 77, 22
1134, 126, 11
522, 354, 14
1502, 734, 25
804, 1399, 30
1219, 6, 28
943, 1364, 20
681, 1066, 22
1265, 485, 10
60, 2, 30
50, 995, 28
900, 455, 10
1104, 1026, 24
273, 371, 10
46, 566, 14
749, 1049, 10
1097, 617, 16
61, 1503, 30
623, 423, 21
657, 470, 15
971, 93, 11
61, 1502, 30
947, 591, 17
451, 175, 28
792, 1098, 17
231, 910, 11
61, 2, 30
685, 393, 22
1337, 694, 16
507, 468, 26
342, 1186, 13
279, 30, 29
1381, 1073, 24
62, 1503, 30
162, 998, 11
1044, 730, 19
818, 349, 18
911, 137, 24
935, 1340, 27
278, 239, 19
1251, 71, 18
797, 1336, 14
972, 1247, 26
62, 1502, 30
1320, 801, 21
577, 669, 12
128, 1296, 18
62, 2, 30
249, 129, 14
602, 355, 26
221, 771, 20
1175, 31, 27
149, 1072, 15
167, 264, 28
71, 1004, 21
63, 1503, 30
367, 1022, 10
1186, 937, 10
371, 204, 28
1133, 1501, 15
900, 109, 11
1199, 293, 17
63, 1502, 30
638, 1470, 19
418, 335, 17
648, 936, 12
370, 734, 11
1499, 68, 20
1380, 741, 28
531, 1501, 19
867, 279, 19
1333, 1169, 27
63, 2, 30
142, 439, 19
931, 626, 22
823, 1481, 19
53, 1153, 24
416, 723, 11
812, 922, 13
64, 1503, 30
286, 474, 27
1039, 1479, 26
1099, 756, 21
266, 1276, 26
1480, 1070, 24
421, 278, 30
1120, 1408, 27
1273, 795, 22
1470, 1282, 29
298, 82, 26
64, 1502, 30
1066, 366, 16
529, 630, 21
153, 85, 24
38, 1209, 20
64, 2, 30
1464, 1300, 18
1192, 962, 18
625, 1021, 19
178, 753, 24
1315, 1043, 15
65, 1503, 30
1238, 1202, 24
1329, 784, 15
1149, 121, 12
213, 1351, 30
65, 1502, 30
1330, 807, 25
344, 426, 11
520, 1147, 13
500, 496, 13
123, 676, 30
302, 1339, 29
1311, 382, 25
65, 2, 30
810, 550, 23
637, 1442, 23
244, 701, 10
790, 457, 24
66, 1503, 30
1194, 162, 27
688, 1179, 29
1375, 761, 15
873, 993, 22
1072, 85, 21
400, 329, 25
724, 1293, 27
302, 269, 28
66, 1502, 30
1445, 1095, 13
1113, 982, 11
1468, 690, 15
196, 954, 10
158, 936, 13
774, 530, 25
66, 2, 30
1063, 1232, 11
1032, 797, 24
116, 148, 13
206, 1407, 18
517, 560, 11
101, 277, 11
1047, 678, 14
1190, 1411, 24
106, 1317, 30
67, 1503, 30
145, 986, 19
427, 75, 20
609, 717, 29
886, 256, 22
1062, 869, 21
990, 1105, 27
1441, 148, 29
384, 222, 29
310, 409, 20
67, 1502, 30
239, 136, 26
951, 874, 16
204, 1458, 28
787, 1259, 26
67, 2, 30
185, 259, 11
1200, 808, 10
1292, 101, 27
484, 957, 24
1328, 1466, 24
1310, 113, 10
1040, 339, 23
1422, 620, 21
135, 864, 28
382, 41, 20
68, 1503, 30
945, 827, 19
853, 87, 19
182, 1497, 20
1102, 1229, 27
674, 958, 18
1026, 129, 10
668, 308, 17
1479, 1350, 16
809, 898, 19
68, 1502, 30
818, 832, 27
589, 1048, 25
1165, 1319, 13
262, 1015, 17
647, 684, 30
41, 1311, 18
1498, 980, 12
728, 251, 16
1256, 1336, 25
68, 2, 30
507, 772, 27
40, 348, 25
759, 899, 10
69, 1503, 30
451, 819, 21
700, 1110, 24
854, 762, 23
1297, 495, 26
540, 307, 30
868, 641, 21
1410, 682, 28
761, 125, 21
970, 214, 15
69, 1502, 30
693, 911, 16
468, 825, 21
175, 74, 16
859, 76, 20
239, 571, 18
179, 1045, 23
506, 598, 10
69, 2, 30
183, 919, 29
1163, 861, 29
444, 491, 11
620, 717, 23
1420, 563, 12
1048, 669, 13
45, 248, 20
70, 1503, 30
56, 1153, 13
1272, 388, 15
828, 1097, 14
1397, 119, 16
1310, 469, 24
10, 303, 28
539, 88, 11
211, 1025, 13
115, 743, 24
1107, 1121, 18
70, 1502, 30
1283, 709, 16
1024, 773, 30
1039, 1147, 10
1147, 95, 27
982, 194, 18
70, 2, 30
304, 59, 30
9, 943, 22
350, 95, 23
876, 604, 26
286, 228, 22
1307, 1444, 29
630, 1004, 21
71, 1503, 30
1320, 581, 22
1262, 169, 14
1128, 876, 13
842, 611, 26
1158, 1330, 30
1154, 67, 14
344, 924, 15
425, 1452, 16
71, 1502, 30
1135, 1367, 15
1257, 235, 16
710, 631, 13
651, 775, 26
695, 1301, 30
527, 1214, 18
49, 1116, 21
71, 2, 30
1349, 445, 12
1030, 1496, 30
431, 885, 21
336, 887, 19
644, 1395, 27
43, 727, 18
1247, 1195, 23
379, 510, 11
1286, 102, 18
72, 1503, 30
1226, 1309, 16
1287, 1428, 12
540, 676, 18
686, 1330, 14
1015, 1483, 22
831, 10, 27
1224, 931, 21
1426, 753, 14
1369, 871, 25
542, 1456, 27
72, 1502, 30
43, 1371, 30
870, 710, 27
322, 1408, 21
72, 2, 30
954, 46, 18
1103, 748, 10
1503, 877, 18
1238, 91, 13
73, 1503, 30
1172, 435, 28
1152, 349, 21
1003, 691, 22
619, 626, 12
781, 965, 29
703, 679, 27
1328, 369, 27
1462, 346, 22
73, 1502, 30
659, 1086, 23
245, 1292, 27
604, 41, 20
805, 12, 30
73, 2, 30
521, 732, 25
832, 437, 17
1317, 800, 18
1130, 1032, 28
363, 285, 21
