4000, 4000
803, 3534, 14
1988, 1630, 16
70, 2415, 24
21, 2, 30
3666, 2939, 24
1170, 780, 18
1365, 3165, 17
22, 4000, 30
1628, 3829, 28
3085, 1264, 29
2928, 2615, 16
2545, 1198, 17
2399, 1418, 16
22, 3999, 30
2356, 3750, 18
1144, 1626, 13
3930, 1374, 23
2310, 3727, 29
20, 788, 29
740, 926, 23
871, 3925, 21
4000, 2788, 27
3403, 1089, 29
1120, 1793, 17
22, 2, 30
1664, 1917, 16
2451, 2728, 13
1450, 528, 29
3281, 3507, 25
1143, 1112, 28
23, 4000, 30
182, 2371, 13
520, 524, 26
2697, 3738, 26
3560, 919, 29
659, 1923, 13
3288, 1512, 24
1804, 3354, 26
573, 2944, 12
3499, 319, 25
1636, 3567, 20
23, 3999, 30
390, 2434, 10
2650, 1398, 13
1304, 3327, 20
2950, 116, 15
23, 2, 30
2299, 2306, 27
2041, 1520, 11
3588, 3569, 10
739, 1581, 18
107, 3303, 16
24, 4000, 30
903, 2948, 16
2181, 749, 11
2484, 3612, 27
24, 3999, 30
1288, 281, 16
2289, 3292, 13
321, 409, 28
2985, 731, 19
24, 2, 30
693, 701, 15
1388, 2016, 13
3497, 3453, 16
3499, 2973, 13
3121, 3764, 16
2511, 2118, 21
1573, 3971, 11
1881, 2659, 11
1390, 3071, 25
2740, 1963, 19
25, 4000, 30
1485, 2725, 18
3568, 1154, 30
2874, 3063, 16
1589, 779, 17
25, 3999, 30
2231, 914, 20
3932, 2405, 24
3860, 142, 20
2151, 1819, 10
3838, 1375, 24
2022, 3863, 26
25, 2, 30
886, 1515, 20
220, 2383, 26
3823, 2595, 20
415, 1356, 11
3153, 145, 12
26, 4000, 30
2627, 568, 12
1907, 1427, 23
1094, 1535, 13
2524, 1236, 17
1109, 3909, 29
3070, 1747, 21
1148, 3094, 18
339, 3428, 27
2781, 3016, 25
2929, 3396, 20
26, 3999, 30
3410, 461, 27
2719, 2635, 16
426, 2126, 25
1824, 2875, 15
3525, 3218, 25
3184, 194, 27
26, 2, 30
3738, 2672, 16
903, 2801, 11
2172, 2335, 20
2772, 1311, 14
1041, 1195, 27
3733, 2458, 25
3515, 202, 23
3834, 3633, 18
3119, 468, 20
27, 4000, 30
1644, 2192, 17
3795, 2724, 12
1409, 2457, 27
3909, 3958, 25
3069, 2693, 19
27, 3999, 30
2223, 2339, 23
982, 1723, 24
1596, 856, 17
410, 3826, 28
2460, 897, 16
3924, 930, 11
27, 2, 30
2594, 3728, 20
2260, 346, 28
1672, 956, 26
2078, 2062, 30
28, 4000, 30
1053, 2089, 18
2101, 3454, 29
775, 2432, 15
2254, 1960, 23
28, 3999, 30
8, 3661, 19
411, 542, 11
2606, 3830, 17
615, 3027, 12
1714, 3488, 21
651, 3047, 20
28, 2, 30
3980, 1706, 29
628, 2274, 29
1624, 962, 21
1835, 3799, 16
2973, 3819, 12
2721, 3445, 29
3570, 512, 28
339, 134, 15
2998, 1470, 17
29, 4000, 30
4, 3235, 24
3449, 983, 24
989, 3903, 22
724, 2085, 29
1560, 253, 16
310, 2617, 16
29, 3999, 30
2722, 2408, 30
1935, 2379, 26
2156, 2222, 14
2035, 3591, 18
1940, 557, 29
29, 2, 30
471, 3441, 15
1522, 1942, 21
1927, 340, 27
30, 4000, 30
823, 830, 27
498, 3174, 21
1126, 561, 23
1156, 13, 22
2531, 267, 19
30, 3999, 30
2710, 3593, 10
1664, 366, 30
688, 3884, 16
1336, 2120, 24
3978, 3853, 13
3959, 2626, 25
30, 2, 30
970, 1775, 22
2332, 342, 15
2399, 3761, 13
31, 4000, 30
2563, 1047, 18
1637, 3184, 11
1591, 363, 28
3931, 2893, 16
3161, 513, 14
2573, 3235, 30
920, 3089, 19
31, 3999, 30
1111, 3603, 14
2691, 984, 10
1867, 3691, 27
1414, 3681, 14
1506, 2783, 30
1835, 3632, 27
825, 3958, 20
31, 2, 30
3596, 701, 14
2363, 3115, 25
2445, 3681, 21
1456, 1362, 26
1911, 3180, 24
3597, 2104, 19
477, 2684, 18
67, 619, 19
674, 1504, 18
32, 4000, 30
1400, 157, 30
673, 1312, 13
3347, 2275, 16
32, 3999, 30
3373, 3877, 17
215, 630, 14
3924, 1466, 21
3317, 1022, 17
1076, 67, 26
2982, 2110, 23
32, 2, 30
1640, 2375, 28
3885, 182, 12
1469, 1880, 13
1770, 1502, 18
2400, 2069, 29
33, 4000, 30
747, 1233, 26
2270, 158, 12
3193, 1895, 17
1983, 3656, 13
3407, 3718, 26
3266, 1264, 16
3034, 900, 18
33, 3999, 30
3723, 3800, 24
3878, 1028, 10
945, 2259, 14
207, 65, 24
949, 3869, 13
2548, 1746, 14
33, 2, 30
1047, 391, 18
3329, 624, 25
2724, 3996, 17
3487, 2547, 13
1330, 2803, 16
3556, 3447, 16
3364, 3614, 14
3599, 2407, 12
2911, 2346, 14
2646, 567, 10
34, 4000, 30
3912, 763, 10
1313, 1168, 12
1109, 1169, 28
3240, 604, 11
34, 3999, 30
3109, 1211, 11
3116, 3835, 16
989, 70, 27
3692, 2529, 21
3901, 1045, 10
349, 130, 11
1058, 1712, 14
2678, 219, 20
2609, 513, 26
34, 2, 30
1463, 691, 27
2680, 1798, 26
3295, 1247, 28
35, 4000, 30
504, 3506, 29
19, 1910, 14
2811, 301, 21
3973, 974, 20
1910, 2473, 19
2133, 2295, 22
338, 2476, 23
35, 3999, 30
3015, 1315, 30
2134, 2107, 26
911, 3647, 28
35, 2, 30
2017, 1007, 11
3923, 2453, 12
2427, 3424, 26
2097, 2032, 15
3398, 917, 10
3371, 2382, 12
1187, 344, 25
1041, 1019, 21
2180, 1598, 23
36, 4000, 30
1331, 3635, 30
2721, 2653, 14
2955, 3078, 16
36, 3999, 30
3816, 398, 18
1615, 3518, 25
1688, 805, 17
3253, 1396, 25
3679, 1570, 14
1393, 1170, 20
692, 3185, 11
2355, 424, 14
2092, 3411, 14
3440, 71, 28
36, 2, 30
4000, 2312, 23
2052, 3662, 11
1376, 618, 30
979, 427, 18
37, 4000, 30
1187, 2026, 18
1622, 2653, 20
428, 370, 18
902, 2956, 15
2596, 1248, 30
37, 3999, 30
3123, 1558, 14
1284, 1036, 12
3245, 3444, 13
2996, 2805, 11
1422, 1998, 20
1099, 3203, 19
1073, 1964, 14
3786, 2712, 10
2219, 341, 23
3011, 225, 15
37, 2, 30
1317, 303, 25
1889, 3864, 21
2792, 496, 22
3280, 3884, 19
1250, 756, 23
2487, 793, 22
1190, 2975, 14
3817, 2559, 12
2693, 1077, 12
2337, 1374, 11
38, 4000, 30
3178, 3057, 18
2903, 423, 17
1663, 3927, 19
958, 241, 23
2952, 645, 20
3317, 3033, 29
2276, 2150, 20
38, 3999, 30
2431, 2483, 18
654, 1384, 15
121, 2742, 26
3440, 2253, 29
2749, 3138, 25
38, 2, 30
1880, 3550, 21
900, 791, 21
2289, 595, 10
1526, 3680, 18
3376, 3035, 21
1086, 3063, 11
2495, 104, 16
1469, 3054, 22
39, 4000, 30
23, 65, 14
254, 3740, 23
173, 2964, 18
39, 3999, 30
2306, 2368, 20
1778, 2224, 14
379, 3059, 15
1202, 1668, 29
1280, 1005, 11
204, 521, 20
2942, 1152, 15
2564, 682, 24
3744, 55, 20
39, 2, 30
2946, 2556, 17
1280, 2046, 18
762, 516, 28
1566, 871, 12
2292, 701, 21
1164, 1396, 12
8, 2183, 27
813, 3753, 27
1721, 323, 25
40, 4000, 30
163, 36, 26
3888, 759, 27
663, 871, 23
3158, 1235, 25
636, 1077, 30
700, 3153, 14
40, 3999, 30
699, 1317, 12
2369, 822, 14
1042, 1770, 17
1509, 847, 29
2428, 109, 26
40, 2, 30
3304, 2616, 16
3067, 611, 14
1016, 1769, 10
3329, 3766, 29
1462, 1481, 20
255, 2718, 16
3923, 3255, 28
822, 1603, 16
1670, 1943, 28
41, 4000, 30
3913, 460, 25
1512, 2438, 11
2915, 225, 27
570, 1299, 19
3618, 723, 14
41, 3999, 30
996, 3847, 13
1163, 1311, 10
3177, 262, 16
1704, 283, 17
41, 2, 30
1841, 2523, 26
1574, 295, 16
3036, 1513, 12
82, 553, 24
2294, 2344, 28
458, 251, 16
1586, 2573, 12
41, 525, 21
42, 4000, 30
2412, 3007, 27
3570, 1769, 14
2957, 1798, 18
3324, 3708, 25
342, 225, 15
1633, 88, 16
42, 3999, 30
1933, 1511, 15
3773, 1606, 22
647, 1165, 25
2205, 3744, 13
126, 2928, 22
42, 2, 30
1306, 1495, 27
3159, 132, 24
756, 2649, 21
613, 1204, 13
2885, 1204, 12
2738, 2297, 27
318, 1122, 25
2356, 1254, 12
360, 2616, 11
1575, 3, 28
43, 4000, 30
2675, 2143, 15
237, 1417, 19
2996, 605, 20
661, 2267, 28
43, 3999, 30
241, 1482, 21
3933, 3593, 28
3701, 1827, 22
2279, 2327, 29
1936, 3243, 24
3688, 2292, 27
1967, 336, 30
43, 2, 30
184, 3991, 20
1340, 2783, 23
3191, 3123, 19
1672, 2592, 29
3403, 3100, 24
2654, 695, 16
1899, 43, 12
3295, 3779, 14
44, 4000, 30
21, 2772, 13
1334, 2144, 28
1594, 2520, 16
2886, 651, 27
44, 3999, 30
59, 3128, 25
2006, 2065, 27
1739, 2995, 17
1171, 992, 10
3842, 2790, 22
399, 3208, 19
44, 2, 30
1196, 255, 10
1146, 2368, 18
1746, 3917, 11
804, 366, 29
45, 4000, 30
15, 3901, 19
2739, 2729, 17
2865, 1660, 19
759, 2366, 10
203, 878, 16
877, 3172, 11
45, 3999, 30
3428, 3069, 17
803, 1717, 11
3814, 691, 27
1323, 2807, 15
141, 1292, 12
3717, 3061, 21
45, 2, 30
2058, 544, 27
1777, 1129, 14
1883, 564, 30
1504, 2354, 28
1862, 2029, 10
3809, 294, 18
1023, 3421, 30
445, 853, 25
46, 4000, 30
529, 3680, 29
2092, 1806, 17
1689, 1252, 22
627, 3178, 15
1766, 481, 26
3742, 1115, 11
987, 2062, 11
1762, 1128, 26
386, 2045, 15
46, 3999, 30
3885, 1628, 19
2221, 3457, 30
2234, 212, 17
3417, 2191, 20
3531, 1056, 17
3733, 14, 28
1748, 2821, 10
2542, 2046, 15
2564, 3486, 23
46, 2, 30
95, 2780, 12
3795, 707, 16
69, 950, 13
589, 1553, 27
212, 1142, 11
3289, 1732, 10
2471, 637, 27
2162, 3203, 25
47, 4000, 30
811, 3195, 13
3498, 347, 11
3086, 3038, 17
47, 3999, 30
1613, 3499, 30
3638, 735, 12
1583, 2548, 27
3565, 1919, 14
1523, 487, 21
987, 2245, 13
2678, 2214, 21
47, 2, 30
2344, 241, 30
3313, 3760, 13
1143, 157, 12
3478, 2475, 14
2882, 2867, 19
859, 1882, 13
491, 981, 15
1203, 2372, 12
48, 4000, 30
3652, 1031, 12
3543, 295, 30
3335, 3291, 12
2869, 943, 14
3181, 84, 20
3351, 3209, 24
2252, 62, 12
1158, 2047, 12
48, 3999, 30
2360, 3767, 28
1120, 2037, 12
2188, 1546, 13
1611, 3116, 29
2843, 127, 21
1519, 3176, 23
1639, 3355, 17
3816, 2252, 26
2075, 2482, 30
3121, 2949, 16
48, 2, 30
1569, 1898, 27
2616, 3996, 10
226, 3758, 12
798, 1439, 28
2960, 865, 26
2096, 2864, 11
3324, 3920, 25
301, 1162, 19
49, 4000, 30
3379, 3605, 21
2724, 1902, 11
3150, 2164, 26
3411, 779, 25
904, 3267, 20
1897, 238, 30
49, 3999, 30
2862, 3119, 24
2688, 1956, 20
248, 2812, 27
3302, 3230, 12
49, 2, 30
3585, 1416, 27
3236, 1958, 30
2111, 2651, 24
50, 4000, 30
1760, 3668, 23
3455, 2789, 21
2964, 1146, 25
965, 3484, 21
3977, 393, 18
50, 3999, 30
1525, 1284, 24
1256, 2842, 26
322, 3807, 26
2207, 3105, 15
50, 2, 30
1227, 1835, 24
3374, 1953, 28
491, 1143, 14
63, 640, 11
527, 3254, 28
526, 1235, 29
51, 4000, 30
36, 712, 13
2252, 2976, 29
3133, 1117, 17
2553, 3289, 24
2750, 2340, 22
2573, 678, 10
51, 3999, 30
2164, 3603, 18
1549, 798, 22
3743, 857, 14
388, 1625, 19
1931, 399, 28
185, 560, 26
992, 1824, 29
51, 2, 30
924, 1775, 18
152, 2554, 30
2098, 3711, 18
3146, 2136, 30
851, 2603, 24
1773, 925, 14
3173, 1705, 25
2747, 2514, 10
628, 2257, 11
52, 4000, 30
3544, 2934, 25
1986, 484, 13
1417, 133, 17
2965, 1254, 21
3291, 351, 13
2350, 2817, 15
2308, 114, 15
52, 3999, 30
1291, 1894, 12
3130, 1495, 26
3828, 2904, 11
3173, 935, 20
1932, 2781, 19
3742, 3084, 16
157, 1770, 12
663, 2439, 11
52, 2, 30
1672, 3964, 11
3863, 3782, 29
2218, 2888, 20
2297, 3886, 24
1644, 1960, 17
726, 3141, 21
2734, 3125, 20
153, 2995, 12
1675, 3926, 19
1397, 2754, 10
53, 4000, 30
3565, 538, 28
1225, 3929, 23
2627, 2139, 28
2963, 1668, 28
53, 3999, 30
359, 2514, 29
763, 1326, 26
2897, 889, 21
1469, 2659, 22
2632, 2802, 17
720, 520, 15
2319, 4000, 29
2898, 3390, 11
208, 825, 16
53, 2, 30
946, 3271, 21
1958, 1275, 24
1407, 1811, 15
3281, 1774, 12
728, 208, 29
1014, 318, 20
3289, 3760, 11
54, 4000, 30
216, 485, 11
444, 2479, 27
1785, 2137, 15
944, 686, 13
468, 66, 20
488, 2175, 15
3503, 734, 29
3317, 1811, 26
3808, 3997, 24
54, 3999, 30
3870, 2969, 29
3869, 3967, 22
146, 1499, 27
1487, 3860, 14
54, 2, 30
1889, 3076, 15
2748, 1291, 18
1478, 2920, 10
1200, 580, 26
430, 1875, 26
1127, 650, 22
1856, 1318, 24
2530, 1676, 22
2191, 2092, 18
2428, 445, 29
55, 4000, 30
1541, 3470, 17
197, 3742, 16
3801, 2858, 15
3774, 477, 21
3442, 3327, 13
1005, 3494, 27
1098, 1771, 28
55, 3999, 30
668, 2930, 25
3265, 2261, 13
3347, 2905, 20
2193, 114, 20
2899, 788, 16
55, 2, 30
2608, 3483, 13
167, 1980, 22
938, 1498, 29
2269, 3808, 28
3647, 2100, 20
2889, 2107, 24
1197, 2477, 24
56, 4000, 30
444, 1950, 21
3365, 169, 15
3189, 1337, 26
3177, 3972, 12
3936, 1599, 27
1581, 727, 26
3949, 3051, 20
1992, 2734, 22
646, 1653, 28
56, 3999, 30
3205, 1398, 14
2929, 2026, 14
1848, 1163, 13
56, 2, 30
3049, 2907, 16
2607, 3764, 10
894, 2792, 28
1331, 2576, 25
135, 2271, 27
2103, 3983, 10
3339, 1551, 22
1236, 511, 23
2112, 496, 10
3293, 3190, 16
57, 4000, 30
886, 1942, 11
2977, 3747, 24
3969, 2490, 19
3951, 862, 14
57, 3999, 30
3590, 2851, 11
841, 1465, 20
1876, 1523, 26
2323, 2211, 24
3343, 3513, 13
1371, 1959, 28
57, 2, 30
3504, 1030, 11
3194, 3879, 25
1757, 1028, 11
3804, 2794, 24
3469, 2399, 28
927, 1158, 30
3541, 3870, 21
3934, 625, 13
58, 4000, 30
3718, 3577, 29
2940, 1450, 27
1781, 3280, 19
455, 2231, 28
1409, 62, 13
3099, 2041, 27
3720, 3363, 24
234, 2670, 16
934, 688, 20
2108, 343, 22
58, 3999, 30
1424, 2383, 19
3129, 1561, 28
1826, 408, 16
2153, 2438, 23
3548, 540, 24
22, 1687, 23
2994, 1167, 13
247, 46, 18
2061, 2588, 18
37, 3968, 12
58, 2, 30
2716, 3301, 11
1662, 2681, 17
675, 3192, 27
3840, 2903, 22
1532, 2841, 16
2204, 3264, 27
2423, 1836, 29
2406, 2634, 12
437, 1059, 21
59, 4000, 30
1945, 3457, 10
192, 1230, 25
1447, 3703, 27
3598, 761, 15
3134, 3112, 11
3378, 208, 14
2429, 835, 29
774, 1797, 10
3123, 631, 25
59, 3999, 30
2995, 3444, 11
2601, 1895, 20
3719, 1017, 17
912, 2985, 14
131, 2702, 11
3413, 656, 23
1311, 2450, 16
219, 3328, 14
1743, 1874, 15
957, 721, 16
59, 2, 30
2641, 441, 26
1805, 3281, 25
2640, 479, 26
2202, 1280, 13
1089, 3936, 13
60, 4000, 30
2125, 431, 23
1145, 1863, 18
105, 1305, 24
60, 3999, 30
2335, 3458, 18
1465, 599, 15
3182, 2929, 30
1714, 3063, 17
1771, 1948, 25
3983, 3944, 21
60, 2, 30
1078, 2634, 10
453, 2341, 21
3526, 2001, 15
2244, 2859, 20
2027, 708, 21
2937, 3408, 14
1129, 960, 27
61, 4000, 30
490, 613, 15
3969, 3598, 23
2189, 2194, 20
2350, 2157, 23
1373, 701, 17
3331, 2918, 21
2885, 3617, 20
1672, 7, 25
3112, 2706, 28
61, 3999, 30
3628, 2638, 27
976, 3892, 16
2869, 3840, 21
1622, 2490, 25
1727, 2692, 29
3379, 1754, 26
61, 2, 30
1184, 3855, 29
2278, 110, 16
1682, 2537, 17
2144, 3503, 12
2579, 3320, 10
2109, 3154, 14
3752, 3226, 11
724, 1101, 30
3557, 187, 30
2130, 3276, 30
62, 4000, 30
3108, 236, 11
3985, 375, 13
1801, 2420, 29
747, 2646, 15
3434, 3244, 24
1753, 8, 29
3371, 970, 19
1630, 1831, 12
3465, 3920, 24
62, 3999, 30
2010, 3952, 24
3275, 1102, 30
3057, 3151, 29
420, 2294, 25
771, 2558, 19
2087, 3151, 11
2954, 1551, 21
62, 2, 30
2297, 1827, 29
2454, 3172, 10
1322, 3571, 28
2515, 3291, 13
2188, 2604, 27
63, 4000, 30
3642, 3217, 11
3805, 3044, 16
440, 1617, 12
63, 3999, 30
427, 2845, 16
1722, 3040, 18
2720, 231, 10
784, 3487, 28
2528, 3865, 15
3301, 2727, 27
3588, 1681, 30
63, 2, 30
3997, 2927, 15
1326, 301, 12
638, 2835, 18
3207, 2190, 18
3497, 199, 15
64, 4000, 30
3927, 257, 13
850, 193, 24
1960, 886, 21
2440, 3508, 21
2454, 1679, 15
595, 2790, 14
309, 748, 13
2432, 399, 29
2021, 1160, 30
64, 3999, 30
423, 473, 27
2485, 2695, 11
3732, 51, 21
2764, 353, 18
555, 3236, 18
260, 799, 21
3557, 1497, 16
973, 2419, 21
153, 560, 11
64, 2, 30
3592, 3062, 13
1874, 2535, 18
3796, 770, 18
2978, 150, 28
1102, 3718, 27
1957, 1357, 18
3894, 3912, 29
1091, 3141, 24
273, 2131, 25
65, 4000, 30
3439, 3899, 23
861, 3123, 13
1848, 353, 27
1457, 2291, 24
1812, 792, 30
3376, 1241, 15
681, 275, 28
536, 1175, 20
3017, 92, 11
65, 3999, 30
2271, 1325, 11
3367, 266, 16
331, 1048, 24
860, 1904, 13
65, 2, 30
2173, 1082, 25
3067, 3643, 28
2651, 3543, 21
3603, 1539, 30
1678, 1074, 29
66, 4000, 30
3275, 2845, 27
83, 875, 12
2338, 906, 19
1781, 1547, 23
1266, 2508, 16
2652, 3237, 30
3534, 622, 12
1615, 2224, 20
66, 3999, 30
2472, 122, 27
405, 3325, 16
3099, 875, 30
3830, 3561, 17
66, 2, 30
1121, 2261, 26
2379, 2659, 29
1890, 3724, 21
223, 1387, 12
2677, 3725, 17
1956, 3704, 26
964, 3551, 24
1791, 60, 17
67, 4000, 30
