90, 105
8, 42, 15
29, 99, 30
53, 27, 26
22, 34, 23
75, 93, 25
72, 5, 26
29, 4, 30
72, 57, 29
7, 71, 13
65, 74, 23
71, 58, 10
30, 99, 30
2, 12, 14
2, 12, 29
52, 36, 23
34, 55, 23
29, 77, 19
29, 12, 17
30, 4, 30
11, 44, 14
89, 11, 27
57, 79, 16
73, 61, 21
50, 20, 18
75, 73, 15
6, 103, 22
31, 99, 30
87, 19, 16
55, 27, 29
32, 49, 24
48, 50, 18
8, 20, 11
26, 19, 20
47, 36, 20
31, 4, 30
16, 19, 23
33, 87, 27
78, 88, 26
72, 65, 23
64, 21, 13
53, 79, 17
45, 33, 25
24, 63, 20
82, 81, 17
32, 99, 30
9, 81, 14
25, 80, 24
21, 67, 11
68, 45, 13
20, 91, 20
48, 19, 23
32, 4, 30
38, 54, 21
89, 71, 26
69, 70, 15
27, 97, 24
33, 99, 30
50, 96, 25
9, 77, 10
19, 75, 30
84, 48, 13
63, 27, 11
47, 98, 14
20, 38, 26
52, 68, 12
33, 4, 30
85, 67, 16
80, 105, 13
69, 86, 29
15, 26, 20
34, 99, 30
32, 41, 14
42, 7, 18
43, 83, 12
62, 8, 14
31, 36, 19
46, 92, 14
53, 65, 18
78, 46, 18
34, 4, 30
2, 10, 28
80, 11, 29
53, 15, 13
50, 79, 26
87, 6, 22
15, 21, 18
72, 102, 26
36, 54, 16
35, 99, 30
78, 68, 11
72, 87, 18
57, 17, 29
73, 69, 10
28, 92, 29
27, 101, 11
35, 4, 30
85, 86, 13
60, 62, 25
64, 35, 19
78, 50, 18
5, 30, 26
40, 77, 28
37, 20, 30
14, 50, 15
30, 36, 18
72, 48, 15
36, 99, 30
34, 33, 16
39, 97, 26
21, 59, 16
66, 26, 14
88, 83, 25
71, 18, 22
7, 6, 28
36, 4, 30
30, 76, 21
22, 56, 23
43, 40, 28
82, 77, 23
20, 56, 19
24, 66, 20
25, 52, 19
28, 22, 18
22, 89, 18
37, 99, 30
23, 93, 18
83, 50, 13
22, 64, 24
80, 68, 28
37, 4, 30
24, 84, 17
47, 59, 15
80, 26, 12
7, 90, 10
76, 95, 18
79, 92, 30
23, 95, 15
3, 7, 19
84, 82, 13
73, 100, 15
38, 99, 30
81, 25, 25
2, 60, 18
31, 5, 13
62, 79, 22
36, 87, 27
80, 26, 20
38, 4, 30
26, 12, 15
72, 6, 30
12, 15, 26
48, 4, 11
39, 99, 30
34, 64, 22
29, 14, 24
41, 102, 26
23, 38, 28
39, 4, 30
52, 7, 28
83, 7, 20
80, 104, 26
60, 91, 28
23, 91, 13
34, 92, 22
40, 99, 30
89, 67, 10
19, 14, 12
89, 44, 19
51, 22, 14
12, 105, 18
86, 3, 20
23, 35, 21
3, 6, 30
40, 4, 30
34, 29, 18
86, 98, 24
26, 86, 10
72, 95, 26
16, 43, 24
13, 101, 27
79, 41, 16
41, 99, 30
17, 20, 16
32, 100, 19
36, 103, 25
41, 4, 30
47, 77, 25
31, 103, 20
28, 14, 28
46, 61, 29
42, 99, 30
50, 94, 17
55, 58, 20
27, 60, 17
13, 13, 22
29, 20, 28
12, 31, 11
8, 100, 17
27, 74, 13
73, 45, 27
87, 63, 26
42, 4, 30
16, 33, 15
65, 55, 22
46, 68, 12
46, 31, 25
24, 55, 24
43, 99, 30
58, 85, 19
86, 68, 29
83, 82, 15
10, 70, 21
43, 4, 30
14, 85, 29
38, 38, 29
21, 65, 24
32, 86, 29
74, 105, 11
80, 50, 19
39, 48, 15
6, 63, 23
18, 58, 15
44, 99, 30
51, 98, 18
70, 19, 22
19, 38, 10
44, 4, 30
82, 8, 11
70, 94, 30
74, 49, 23
84, 75, 17
89, 74, 20
77, 58, 14
5, 52, 15
80, 57, 24
46, 54, 26
45, 99, 30
70, 5, 12
38, 101, 19
81, 40, 19
25, 88, 27
62, 95, 28
75, 71, 17
37, 87, 12
45, 4, 30
43, 59, 14
6, 53, 20
61, 48, 22
34, 51, 27
58, 62, 30
31, 42, 21
80, 44, 14
6, 18, 28
7, 42, 29
46, 99, 30
42, 100, 17
17, 90, 21
89, 35, 27
15, 88, 18
46, 4, 30
44, 89, 21
85, 10, 26
69, 45, 22
47, 99, 30
11, 83, 27
28, 52, 21
60, 6, 16
48, 89, 21
90, 69, 20
40, 76, 25
47, 4, 30
58, 39, 30
36, 89, 29
52, 67, 21
41, 42, 24
37, 36, 19
66, 12, 22
48, 99, 30
28, 46, 10
64, 16, 14
11, 90, 28
19, 58, 16
60, 40, 18
64, 89, 24
83, 29, 27
48, 4, 30
47, 85, 22
77, 28, 14
50, 72, 24
29, 79, 12
49, 99, 30
28, 31, 13
83, 98, 22
75, 53, 21
49, 4, 30
45, 50, 26
86, 58, 11
24, 101, 14
21, 23, 11
11, 36, 15
23, 99, 20
88, 5, 18
10, 41, 27
50, 99, 30
82, 94, 28
4, 56, 16
73, 94, 20
85, 89, 15
60, 55, 23
32, 56, 17
42, 19, 19
26, 35, 21
41, 18, 12
40, 75, 15
50, 4, 30
10, 13, 19
47, 63, 23
15, 18, 14
42, 98, 30
43, 33, 17
62, 74, 29
58, 22, 20
29, 23, 10
51, 99, 30
64, 63, 22
31, 61, 14
68, 81, 29
48, 15, 13
81, 62, 21
34, 46, 25
80, 28, 30
53, 100, 12
37, 68, 19
51, 68, 29
51, 4, 30
75, 75, 18
39, 31, 17
89, 70, 30
11, 86, 17
52, 99, 30
21, 49, 26
17, 80, 24
72, 9, 26
52, 4, 30
13, 100, 24
25, 48, 13
17, 98, 16
76, 58, 20
53, 99, 30
77, 48, 28
54, 64, 24
59, 9, 11
88, 84, 29
83, 93, 16
42, 5, 30
87, 84, 22
75, 26, 12
53, 4, 30
30, 41, 19
43, 14, 18
39, 21, 29
16, 54, 11
28, 92, 28
29, 83, 20
4, 55, 28
54, 99, 30
15, 100, 26
78, 53, 15
5, 104, 21
36, 25, 20
72, 3, 16
8, 86, 27
2, 95, 27
54, 4, 30
89, 82, 17
53, 58, 28
24, 11, 13
37, 90, 21
55, 99, 30
2, 39, 30
22, 8, 18
39, 91, 29
57, 91, 13
22, 55, 22
37, 77, 14
78, 6, 12
12, 101, 22
21, 57, 20
39, 13, 10
55, 4, 30
28, 60, 21
20, 27, 25
40, 35, 13
24, 69, 27
88, 94, 28
64, 58, 19
26, 39, 24
7, 96, 23
56, 99, 30
33, 97, 20
73, 64, 14
81, 15, 23
56, 4, 30
65, 67, 21
35, 42, 14
54, 17, 18
90, 47, 11
11, 84, 17
43, 65, 11
57, 99, 30
49, 29, 22
13, 72, 10
49, 54, 30
10, 15, 22
38, 91, 18
39, 41, 23
41, 12, 19
50, 45, 28
46, 56, 18
14, 87, 14
57, 4, 30
47, 58, 27
73, 13, 22
80, 24, 17
86, 38, 11
47, 56, 18
52, 74, 26
56, 104, 17
36, 17, 23
53, 101, 26
64, 35, 13
58, 99, 30
18, 70, 10
80, 80, 18
29, 74, 28
48, 54, 20
6, 7, 13
41, 33, 10
36, 69, 28
69, 31, 26
64, 17, 22
29, 14, 21
58, 4, 30
77, 30, 30
51, 12, 23
71, 46, 21
18, 75, 25
52, 33, 27
16, 35, 12
59, 104, 26
56, 102, 11
29, 83, 16
68, 28, 30
59, 99, 30
31, 66, 14
31, 41, 11
41, 13, 24
6, 44, 28
55, 46, 24
59, 4, 30
40, 96, 25
21, 73, 26
62, 13, 27
73, 77, 26
84, 91, 21
88, 89, 30
60, 99, 30
5, 48, 18
54, 24, 24
53, 34, 16
20, 14, 18
60, 4, 30
6, 77, 26
10, 100, 24
4, 74, 27
25, 76, 27
10, 49, 26
43, 95, 20
77, 4, 18
42, 48, 29
90, 7, 24
61, 99, 30
5, 55, 19
49, 100, 17
54, 12, 19
61, 4, 30
68, 74, 10
37, 75, 19
81, 45, 23
15, 80, 27
43, 98, 30
38, 48, 22
62, 99, 30
30, 25, 10
80, 8, 18
28, 100, 29
59, 65, 26
74, 11, 12
86, 79, 17
28, 17, 18
52, 8, 11
62, 4, 30
26, 19, 11
15, 72, 25
35, 17, 20
73, 8, 17
17, 39, 16
33, 45, 13
79, 19, 28
77, 72, 28
17, 43, 20
63, 99, 30
42, 97, 24
13, 89, 30
42, 60, 19
5, 48, 21
13, 74, 15
76, 76, 21
30, 47, 11
7, 99, 29
21, 82, 29
63, 4, 30
65, 30, 17
28, 72, 11
57, 39, 21
45, 30, 18
13, 105, 23
44, 36, 19
64, 99, 30
60, 73, 24
19, 94, 20
50, 105, 11
60, 57, 15
64, 4, 30
34, 21, 26
6, 105, 20
75, 19, 15
39, 34, 13
22, 34, 29
16, 103, 25
12, 35, 28
8, 3, 22
4, 41, 29
65, 99, 30
42, 98, 21
76, 49, 26
27, 96, 18
19, 26, 10
2, 93, 25
21, 101, 28
75, 50, 10
50, 2, 20
63, 43, 16
65, 4, 30
43, 7, 19
59, 3, 20
64, 9, 25
77, 70, 17
35, 54, 22
24, 81, 29
55, 72, 27
66, 99, 30
3, 60, 27
46, 86, 17
70, 82, 16
66, 4, 30
49, 17, 17
67, 56, 24
61, 39, 17
64, 65, 23
62, 57, 27
37, 95, 21
68, 44, 21
67, 99, 30
31, 44, 15
67, 98, 18
28, 91, 28
7, 60, 21
79, 76, 19
83, 86, 25
67, 4, 30
89, 64, 28
63, 104, 27
27, 44, 12
68, 99, 30
66, 11, 18
59, 84, 13
30, 25, 16
83, 73, 16
56, 43, 12
11, 94, 13
55, 67, 28
40, 29, 25
10, 25, 13
21, 16, 24
68, 4, 30
54, 97, 14
12, 20, 27
4, 58, 19
41, 22, 11
22, 31, 20
66, 24, 21
90, 58, 13
78, 103, 10
14, 41, 28
90, 29, 27
69, 99, 30
47, 37, 14
35, 95, 18
64, 58, 22
72, 58, 27
12, 56, 27
43, 2, 26
70, 31, 10
68, 38, 19
90, 44, 23
30, 72, 30
69, 4, 30
51, 12, 29
66, 15, 16
61, 27, 17
19, 98, 14
70, 99, 30
41, 93, 29
62, 12, 23
63, 90, 23
72, 18, 24
70, 4, 30
16, 25, 13
36, 32, 13
61, 79, 18
60, 7, 19
20, 15, 28
71, 99, 30
66, 49, 28
44, 103, 19
13, 41, 11
66, 48, 25
38, 100, 13
77, 17, 16
65, 48, 22
71, 4, 30
60, 26, 13
36, 59, 17
87, 98, 29
88, 50, 14
90, 71, 23
13, 45, 30
15, 45, 28
16, 14, 12
72, 99, 30
20, 6, 28
62, 10, 15
78, 25, 16
44, 16, 23
20, 39, 25
40, 12, 25
49, 32, 30
11, 21, 24
72, 4, 30
65, 40, 11
44, 53, 28
37, 86, 21
22, 36, 29
57, 2, 21
69, 85, 17
13, 19, 26
87, 47, 28
35, 11, 15
39, 10, 20
73, 99, 30
87, 27, 10
86, 69, 30
80, 2, 13
28, 23, 23
73, 8, 17
56, 40, 22
24, 81, 11
38, 66, 23
73, 4, 30
61, 68, 30
35, 50, 29
89, 10, 23
74, 99, 30
56, 59, 28
12, 105, 12
32, 30, 21
32, 53, 15
74, 4, 30
61, 59, 22
9, 76, 14
70, 99, 12
30, 30, 11
58, 105, 21
75, 99, 30
57, 46, 22
17, 14, 29
33, 90, 22
58, 19, 20
75, 4, 30
38, 88, 15
80, 28, 27
4, 25, 21
36, 3, 30
64, 67, 18
30, 50, 14
65, 90, 28
76, 99, 30
19, 45, 23
55, 63, 14
4, 34, 30
77, 28, 14
46, 33, 16
41, 5, 22
33, 93, 16
45, 95, 26
76, 4, 30
10, 83, 29
82, 74, 29
30, 31, 20
77, 99, 30
78, 88, 19
18, 44, 15
31, 85, 10
77, 4, 30
40, 75, 11
49, 92, 19
2, 58, 25
59, 80, 28
85, 19, 22
3, 73, 29
24, 53, 11
33, 44, 27
78, 99, 30
45, 41, 24
37, 27, 28
52, 100, 28
16, 99, 18
67, 48, 28
43, 34, 21
47, 34, 21
72, 34, 15
89, 50, 13
24, 99, 14
78, 4, 30
51, 48, 24
49, 81, 26
77, 12, 26
83, 17, 23
4, 96, 22
36, 69, 27
71, 25, 26
54, 88, 21
79, 99, 30
11, 13, 11
66, 29, 23
17, 73, 18
23, 9, 24
19, 105, 19
57, 3, 12
62, 6, 21
47, 33, 13
69, 59, 28
13, 35, 16
79, 4, 30
85, 86, 24
89, 92, 20
16, 33, 14
12, 102, 26
80, 99, 30
23, 61, 18
25, 88, 14
2, 38, 20
80, 4, 30
85, 27, 16
68, 95, 25
23, 18, 30
86, 36, 19
81, 99, 30
22, 34, 21
8, 80, 23
53, 33, 19
38, 34, 15
3, 25, 23
44, 23, 14
81, 4, 30
29, 76, 20
88, 87, 19
25, 34, 28
24, 54, 11
60, 39, 10
22, 101, 14
14, 54, 27
28, 80, 12
23, 10, 14
82, 99, 30
25, 55, 19
9, 12, 19
89, 73, 22
9, 65, 12
28, 28, 30
72, 72, 28
82, 4, 30
61, 90, 22
64, 31, 13
20, 39, 16
42, 79, 24
81, 36, 30
83, 99, 30
20, 88, 18
29, 58, 22
44, 42, 25
83, 4, 30
11, 18, 10
43, 91, 18
88, 33, 19
87, 12, 25
74, 94, 29
30, 102, 25
51, 15, 30
15, 65, 15
84, 99, 30
23, 13, 27
71, 36, 17
4, 39, 14
79, 8, 24
23, 12, 11
13, 34, 10
32, 26, 30
84, 4, 30
57, 42, 19
83, 36, 23
68, 8, 17
48, 64, 23
60, 62, 11
69, 51, 30
34, 7, 21
64, 48, 29
45, 56, 25
50, 31, 13
85, 99, 30
27, 58, 20
70, 32, 23
78, 89, 28
85, 4, 30
11, 14, 26
17, 56, 27
89, 92, 19
23, 19, 27
44, 94, 20
19, 23, 25
14, 22, 18
86, 99, 30
25, 3, 21
49, 8, 14
25, 79, 19
32, 95, 11
86, 4, 30
73, 70, 21
6, 60, 18
75, 26, 25
75, 58, 12
37, 68, 16
25, 15, 20
68, 69, 14
28, 73, 20
54, 70, 20
87, 99, 30
43, 96, 25
89, 8, 21
66, 64, 19
68, 59, 30
18, 42, 25
34, 32, 22
47, 38, 28
81, 73, 10
3, 72, 30
84, 59, 10
87, 4, 30
78, 97, 16
27, 52, 27
40, 71, 19
84, 64, 17
42, 77, 19
88, 99, 30
87, 6, 29
30, 5, 13
47, 77, 20
13, 49, 13
13, 18, 18
63, 64, 10
88, 4, 30
72, 45, 23
23, 37, 14
32, 22, 29
10, 97, 28
51, 79, 13
79, 46, 19
11, 36, 28
89, 99, 30
81, 75, 16
89, 96, 27
36, 79, 12
17, 14, 19
61, 43, 19
8, 38, 13
67, 10, 12
51, 47, 17
89, 4, 30
7, 35, 10
30, 85, 24
11, 30, 14
33, 27, 19
12, 82, 12
90, 99, 30
24, 70, 12
79, 103, 12
40, 15, 26
63, 39, 30
82, 86, 16
61, 58, 29
83, 74, 16
64, 9, 20
90, 4, 30
44, 73, 10
82, 84, 25
48, 18, 26
61, 103, 22
79, 37, 16
87, 28, 19
