90, 90
79, 75, 17
32, 32, 28
46, 18, 12
18, 18, 30
49, 3, 10
4, 50, 24
40, 8, 14
43, 29, 24
18, 19, 30
77, 39, 10
88, 73, 16
74, 20, 28
13, 49, 22
19, 18, 30
49, 63, 28
68, 23, 25
82, 67, 17
42, 29, 14
88, 37, 12
25, 69, 28
37, 26, 28
71, 87, 22
7, 12, 27
58, 51, 25
19, 19, 30
65, 28, 11
2, 77, 12
71, 30, 17
45, 14, 15
58, 34, 22
69, 21, 11
19, 20, 30
52, 22, 18
31, 16, 30
64, 3, 25
20, 19, 30
55, 32, 15
64, 74, 16
25, 18, 28
8, 51, 10
44, 60, 19
79, 32, 11
20, 20, 30
85, 53, 11
12, 24, 10
7, 41, 20
5, 74, 10
83, 55, 13
84, 56, 28
20, 21, 30
17, 71, 14
23, 67, 23
38, 21, 26
21, 20, 30
3, 19, 28
90, 22, 24
44, 58, 14
54, 43, 15
21, 21, 30
16, 85, 20
19, 12, 18
74, 62, 26
38, 39, 14
5, 74, 26
45, 38, 24
50, 83, 15
68, 59, 23
21, 22, 30
87, 83, 19
35, 80, 11
20, 14, 12
38, 86, 16
41, 46, 24
88, 24, 23
79, 52, 25
47, 33, 22
44, 82, 28
24, 61, 13
22, 21, 30
35, 84, 17
72, 89, 30
83, 23, 27
22, 22, 30
26, 26, 19
25, 46, 18
14, 59, 12
22, 23, 30
6, 52, 16
6, 75, 16
80, 20, 30
9, 24, 15
59, 60, 23
66, 74, 19
82, 47, 20
11, 56, 13
40, 25, 22
23, 22, 30
41, 16, 15
80, 67, 11
55, 45, 11
23, 23, 30
47, 83, 18
64, 41, 19
60, 25, 28
49, 56, 17
37, 67, 10
3, 90, 25
30, 18, 13
82, 54, 21
81, 18, 24
87, 18, 15
23, 24, 30
12, 35, 16
28, 35, 30
34, 63, 27
34, 63, 11
58, 85, 27
24, 23, 30
47, 10, 25
73, 41, 25
10, 58, 17
62, 14, 22
62, 33, 20
2, 9, 27
54, 83, 14
31, 54, 24
11, 57, 22
24, 24, 30
2, 53, 23
25, 33, 21
26, 52, 26
78, 4, 24
3, 49, 28
24, 25, 30
8, 10, 29
56, 86, 26
3, 41, 28
75, 34, 16
18, 89, 24
76, 26, 21
79, 53, 25
25, 24, 30
83, 52, 20
4, 74, 12
33, 46, 10
33, 43, 15
79, 50, 25
72, 2, 28
73, 2, 16
25, 25, 30
43, 66, 30
26, 30, 21
26, 11, 21
24, 90, 16
59, 47, 18
25, 89, 30
28, 78, 15
15, 5, 18
88, 56, 16
25, 26, 30
23, 32, 14
11, 6, 10
62, 20, 23
72, 28, 28
26, 25, 30
52, 18, 11
63, 74, 10
55, 15, 28
68, 84, 29
45, 72, 30
30, 29, 13
71, 39, 15
26, 26, 30
16, 54, 28
80, 76, 29
69, 3, 27
57, 43, 23
18, 10, 11
5, 34, 28
26, 52, 24
77, 74, 27
34, 52, 17
25, 3, 16
26, 27, 30
74, 90, 11
67, 81, 16
75, 21, 30
46, 66, 28
34, 31, 12
70, 83, 19
84, 62, 13
27, 26, 30
49, 88, 24
39, 86, 28
84, 62, 29
48, 11, 13
18, 20, 14
80, 35, 27
19, 63, 12
22, 83, 22
27, 27, 30
27, 39, 26
12, 31, 14
11, 24, 21
55, 79, 14
83, 51, 22
27, 28, 30
79, 64, 11
67, 84, 17
2, 90, 12
59, 67, 29
52, 5, 10
28, 27, 30
71, 85, 27
14, 41, 10
16, 88, 21
66, 60, 15
18, 51, 17
20, 7, 24
59, 76, 27
28, 28, 30
13, 42, 22
71, 33, 28
12, 18, 14
67, 55, 16
64, 41, 28
50, 62, 29
11, 54, 19
27, 51, 17
24, 12, 26
39, 41, 20
28, 29, 30
89, 31, 20
77, 22, 19
80, 53, 23
29, 28, 30
17, 77, 17
66, 36, 24
64, 27, 15
11, 45, 18
61, 90, 12
21, 64, 10
69, 21, 21
70, 19, 16
85, 42, 26
85, 59, 12
29, 29, 30
45, 20, 22
12, 12, 13
73, 5, 29
8, 85, 29
54, 29, 24
72, 8, 14
74, 44, 18
75, 15, 12
71, 7, 25
17, 31, 25
29, 30, 30
25, 83, 16
6, 64, 25
28, 79, 21
16, 46, 20
30, 29, 30
4, 87, 22
4, 21, 18
41, 70, 26
20, 81, 19
20, 3, 12
30, 30, 30
78, 49, 22
66, 49, 22
56, 6, 21
53, 77, 11
80, 40, 12
46, 51, 22
28, 6, 13
48, 9, 18
30, 31, 30
43, 42, 23
8, 58, 20
62, 13, 29
46, 15, 29
87, 32, 20
43, 17, 28
29, 18, 16
12, 12, 12
64, 35, 13
87, 30, 24
31, 30, 30
85, 43, 17
62, 56, 25
34, 74, 15
81, 43, 15
31, 31, 30
83, 46, 16
44, 81, 18
53, 81, 29
58, 70, 29
83, 33, 17
50, 10, 28
88, 26, 24
69, 29, 20
24, 56, 15
18, 43, 29
31, 32, 30
60, 78, 19
71, 36, 13
11, 70, 28
39, 13, 16
32, 37, 27
41, 87, 30
32, 31, 30
4, 13, 27
65, 43, 13
28, 89, 10
48, 36, 15
59, 25, 14
84, 68, 18
29, 57, 20
32, 32, 30
17, 28, 18
83, 52, 14
28, 70, 14
35, 44, 28
58, 56, 16
32, 33, 30
83, 14, 16
26, 58, 16
77, 57, 30
63, 85, 12
49, 37, 11
63, 69, 13
16, 64, 28
33, 32, 30
30, 68, 21
85, 38, 23
89, 9, 13
43, 27, 14
53, 21, 23
2, 61, 30
67, 28, 22
33, 33, 30
36, 34, 24
69, 62, 23
61, 35, 15
74, 78, 18
81, 8, 21
68, 38, 18
33, 34, 30
78, 74, 18
25, 11, 29
55, 10, 25
43, 29, 14
21, 29, 12
59, 3, 13
28, 38, 20
53, 14, 26
51, 83, 24
81, 18, 20
34, 33, 30
86, 76, 15
33, 18, 22
46, 40, 15
54, 44, 12
2, 9, 16
61, 61, 14
74, 77, 22
42, 57, 20
65, 33, 16
34, 34, 30
86, 84, 12
61, 48, 27
70, 56, 28
6, 20, 19
15, 20, 15
27, 60, 11
80, 7, 26
53, 16, 20
86, 7, 27
39, 88, 30
34, 35, 30
64, 22, 19
57, 76, 18
32, 3, 12
45, 75, 30
59, 58, 15
31, 53, 12
81, 30, 12
74, 76, 12
8, 69, 29
35, 34, 30
84, 62, 24
27, 79, 29
26, 73, 30
6, 86, 28
33, 83, 13
88, 34, 12
35, 35, 30
70, 73, 27
53, 19, 21
72, 28, 16
57, 4, 14
4, 86, 19
25, 61, 19
48, 73, 11
58, 19, 24
35, 36, 30
49, 88, 19
79, 57, 22
27, 8, 16
20, 28, 29
71, 54, 18
51, 46, 21
87, 78, 17
71, 61, 10
36, 35, 30
85, 7, 27
69, 79, 18
37, 47, 10
87, 33, 19
36, 36, 30
89, 62, 10
78, 23, 11
22, 32, 16
72, 88, 26
36, 37, 30
10, 21, 19
67, 53, 19
12, 54, 17
38, 15, 20
56, 34, 24
61, 54, 26
54, 22, 18
37, 36, 30
35, 69, 24
48, 30, 11
10, 84, 16
20, 64, 26
51, 22, 27
16, 33, 23
39, 7, 14
15, 61, 19
37, 37, 30
31, 2, 24
58, 25, 21
82, 57, 28
44, 58, 20
5, 65, 22
8, 76, 20
28, 33, 10
37, 38, 30
58, 11, 29
12, 37, 10
51, 25, 16
21, 19, 13
43, 57, 13
38, 37, 30
41, 57, 28
32, 77, 11
52, 68, 14
39, 6, 22
83, 71, 16
17, 30, 24
38, 38, 30
9, 5, 21
62, 17, 14
17, 13, 14
4, 34, 12
46, 50, 14
38, 39, 30
37, 8, 28
65, 50, 11
7, 56, 30
24, 59, 23
34, 38, 19
75, 84, 30
45, 18, 19
39, 38, 30
33, 13, 10
60, 9, 10
77, 10, 24
43, 60, 25
40, 70, 12
53, 33, 13
47, 66, 24
39, 39, 30
54, 72, 30
67, 5, 10
57, 23, 30
54, 80, 29
16, 59, 28
8, 41, 15
18, 42, 23
39, 40, 30
44, 32, 23
29, 15, 23
81, 7, 19
70, 34, 26
39, 90, 10
17, 18, 25
36, 44, 15
61, 47, 12
80, 84, 11
17, 11, 20
40, 39, 30
77, 35, 25
7, 59, 24
90, 66, 28
90, 7, 16
39, 46, 27
81, 55, 27
71, 31, 25
15, 24, 17
40, 40, 30
16, 3, 23
47, 57, 29
75, 2, 28
29, 72, 13
13, 36, 18
80, 11, 27
68, 31, 12
63, 86, 29
10, 43, 26
84, 83, 14
40, 41, 30
57, 81, 22
58, 4, 28
53, 40, 18
24, 72, 24
23, 38, 11
2, 36, 19
41, 4, 13
46, 43, 29
67, 70, 29
41, 40, 30
44, 44, 15
89, 15, 17
13, 66, 29
28, 46, 30
76, 19, 22
14, 43, 20
66, 37, 13
20, 29, 12
36, 46, 24
41, 41, 30
65, 44, 13
20, 28, 17
82, 62, 26
2, 86, 19
74, 26, 22
27, 21, 12
37, 8, 12
81, 89, 12
17, 28, 20
41, 42, 30
40, 4, 19
32, 88, 19
73, 31, 24
23, 81, 26
45, 52, 16
57, 72, 17
12, 13, 10
42, 41, 30
15, 37, 24
24, 28, 29
90, 90, 24
79, 18, 29
9, 55, 26
5, 38, 25
42, 42, 30
72, 33, 21
67, 68, 28
8, 45, 18
88, 6, 21
57, 7, 25
42, 43, 30
10, 90, 23
12, 56, 16
56, 20, 24
22, 2, 30
43, 42, 30
40, 33, 10
6, 40, 12
29, 31, 21
66, 64, 27
42, 35, 19
4, 75, 25
53, 29, 25
63, 85, 28
8, 62, 11
79, 41, 27
43, 43, 30
83, 62, 24
39, 8, 27
78, 35, 11
36, 11, 16
67, 89, 27
68, 7, 25
8, 23, 14
43, 44, 30
45, 53, 15
67, 49, 11
34, 15, 20
5, 80, 21
69, 63, 18
79, 14, 15
84, 68, 13
44, 43, 30
76, 71, 15
84, 56, 20
33, 21, 25
66, 68, 10
26, 40, 27
68, 6, 30
67, 2, 17
15, 19, 30
21, 31, 25
44, 44, 30
11, 64, 11
52, 24, 29
87, 60, 27
19, 59, 12
13, 86, 22
59, 68, 26
44, 45, 30
12, 28, 10
13, 55, 17
70, 34, 23
45, 44, 30
35, 68, 26
68, 51, 25
17, 24, 15
86, 35, 30
45, 34, 24
45, 45, 30
13, 9, 20
61, 75, 16
49, 77, 11
43, 65, 12
80, 51, 22
45, 46, 30
17, 19, 28
16, 40, 25
4, 77, 24
46, 45, 30
13, 46, 19
52, 63, 28
23, 46, 30
18, 84, 11
21, 62, 29
74, 7, 22
46, 46, 30
72, 85, 30
2, 50, 14
39, 58, 12
77, 70, 17
15, 33, 28
72, 16, 12
56, 40, 21
11, 16, 18
49, 15, 30
35, 48, 15
46, 47, 30
24, 15, 15
28, 24, 17
88, 39, 30
23, 78, 27
47, 46, 30
85, 9, 14
6, 29, 30
5, 89, 22
64, 81, 16
35, 84, 14
47, 47, 30
72, 44, 16
14, 31, 16
9, 51, 16
75, 75, 24
57, 49, 12
17, 63, 18
47, 48, 30
81, 64, 15
75, 74, 26
56, 74, 25
80, 31, 14
47, 45, 14
48, 47, 30
75, 65, 28
28, 24, 18
10, 72, 16
37, 14, 22
87, 90, 30
85, 54, 20
57, 52, 19
48, 48, 30
5, 20, 16
67, 60, 13
36, 28, 30
57, 90, 12
75, 15, 22
83, 42, 28
24, 83, 20
48, 49, 30
9, 41, 30
67, 38, 10
41, 18, 23
59, 51, 17
51, 6, 13
89, 65, 25
80, 70, 29
68, 17, 24
24, 59, 28
21, 13, 21
49, 48, 30
9, 32, 21
78, 58, 21
32, 36, 18
59, 83, 11
67, 9, 17
35, 14, 11
59, 89, 20
62, 37, 10
53, 89, 16
49, 49, 30
54, 64, 16
76, 88, 16
60, 36, 27
73, 17, 21
53, 12, 22
28, 44, 11
49, 50, 30
35, 38, 23
61, 52, 26
62, 41, 28
13, 75, 10
37, 20, 26
9, 56, 16
51, 87, 20
73, 79, 18
9, 40, 23
50, 49, 30
52, 49, 19
40, 84, 19
41, 65, 16
19, 24, 29
23, 36, 10
24, 40, 17
8, 37, 12
16, 65, 21
32, 50, 24
83, 26, 23
50, 50, 30
30, 79, 17
33, 50, 20
8, 64, 16
50, 51, 30
89, 87, 28
28, 42, 12
15, 74, 24
81, 85, 22
88, 57, 22
3, 69, 28
51, 50, 30
25, 37, 30
40, 54, 11
16, 56, 22
64, 19, 28
84, 47, 27
25, 72, 22
51, 51, 30
77, 29, 30
69, 31, 22
69, 4, 21
51, 52, 30
79, 60, 10
77, 43, 19
39, 8, 25
80, 78, 24
15, 44, 25
67, 34, 22
17, 6, 10
52, 51, 30
85, 46, 21
45, 74, 25
3, 19, 15
52, 52, 30
29, 80, 16
2, 67, 23
66, 50, 10
86, 68, 25
18, 24, 24
48, 60, 20
13, 71, 26
19, 75, 13
88, 48, 18
52, 53, 30
63, 66, 26
68, 39, 15
53, 52, 22
89, 24, 16
79, 10, 10
19, 80, 27
12, 22, 10
22, 40, 18
53, 52, 30
36, 32, 25
80, 15, 11
70, 83, 21
53, 53, 30
62, 82, 29
56, 68, 15
26, 37, 28
74, 80, 25
78, 38, 24
53, 54, 30
47, 89, 28
86, 46, 17
25, 76, 10
6, 62, 21
54, 53, 30
69, 17, 29
30, 12, 12
36, 78, 22
63, 40, 12
80, 7, 11
90, 89, 12
56, 49, 14
3, 12, 14
86, 81, 12
54, 54, 30
27, 38, 15
86, 33, 16
51, 2, 16
3, 68, 28
6, 61, 15
16, 65, 28
78, 63, 25
12, 46, 27
15, 17, 24
54, 55, 30
27, 60, 19
12, 2, 27
73, 40, 27
3, 52, 22
55, 54, 30
76, 34, 26
12, 47, 11
85, 4, 27
55, 55, 30
82, 87, 28
10, 84, 10
74, 59, 11
84, 15, 15
11, 35, 24
62, 65, 16
86, 70, 14
77, 59, 21
51, 81, 13
55, 56, 30
30, 41, 28
13, 13, 16
73, 42, 16
53, 12, 16
56, 55, 30
21, 16, 19
4, 31, 14
55, 55, 26
63, 55, 16
88, 79, 22
25, 40, 28
54, 43, 21
19, 36, 24
79, 78, 30
10, 29, 28
56, 56, 30
29, 65, 15
74, 62, 12
20, 15, 12
90, 5, 29
49, 51, 27
44, 8, 21
20, 79, 21
56, 57, 30
33, 29, 14
21, 14, 30
22, 82, 23
60, 79, 22
57, 56, 30
90, 26, 12
18, 25, 16
9, 65, 14
6, 78, 12
70, 34, 12
57, 57, 30
64, 82, 11
9, 31, 10
60, 9, 23
74, 44, 20
24, 74, 24
84, 2, 26
83, 68, 27
69, 74, 20
57, 58, 30
10, 57, 27
75, 81, 19
10, 85, 16
74, 9, 13
19, 5, 29
57, 25, 23
58, 57, 30
34, 61, 21
57, 4, 20
52, 53, 15
53, 24, 23
63, 8, 11
36, 54, 17
44, 62, 24
45, 52, 15
66, 78, 12
10, 80, 19
58, 58, 30
39, 85, 27
69, 48, 15
3, 48, 21
35, 46, 17
80, 10, 19
70, 4, 17
47, 67, 24
58, 59, 30
41, 68, 11
63, 34, 29
57, 18, 22
59, 58, 30
31, 86, 25
7, 64, 29
62, 84, 18
54, 85, 26
71, 83, 16
75, 63, 27
36, 2, 22
10, 25, 22
59, 59, 30
69, 74, 17
48, 20, 30
85, 33, 29
15, 59, 18
90, 80, 30
76, 79, 15
59, 60, 30
28, 52, 12
25, 30, 22
37, 84, 29
16, 30, 21
2, 23, 13
20, 67, 23
12, 55, 28
60, 59, 30
86, 40, 11
46, 75, 17
32, 12, 15
50, 34, 14
53, 85, 21
10, 44, 30
60, 60, 30
72, 22, 30
46, 8, 13
2, 89, 13
83, 81, 14
85, 6, 10
23, 29, 17
32, 83, 25
60, 61, 30
20, 29, 11
43, 19, 22
32, 35, 20
61, 60, 30
42, 29, 12
79, 22, 20
2, 35, 17
63, 42, 27
69, 10, 20
61, 61, 30
70, 62, 26
51, 41, 13
23, 89, 10
86, 18, 14
61, 62, 30
34, 34, 28
72, 49, 14
44, 90, 12
90, 36, 28
74, 18, 11
88, 17, 17
81, 84, 17
62, 61, 30
33, 64, 18
47, 86, 19
51, 74, 10
73, 18, 11
10, 19, 16
44, 80, 18
77, 75, 14
79, 53, 30
76, 84, 22
62, 62, 30
17, 4, 21
11, 75, 11
26, 72, 27
27, 61, 26
73, 47, 21
22, 88, 22
62, 63, 30
66, 84, 26
53, 72, 11
52, 72, 16
40, 56, 14
63, 62, 30
82, 87, 25
9, 47, 26
2, 73, 13
81, 12, 13
63, 90, 30
37, 49, 23
7, 88, 27
64, 74, 23
47, 59, 22
63, 63, 30
88, 12, 13
86, 34, 20
9, 20, 24
20, 40, 24
58, 6, 25
63, 64, 30
27, 52, 28
87, 21, 18
11, 51, 15
53, 86, 27
46, 3, 18
26, 60, 22
68, 18, 30
49, 8, 23
52, 39, 26
31, 69, 19
64, 63, 30
69, 41, 22
89, 55, 11
71, 16, 15
46, 83, 20
13, 26, 15
55, 20, 18
80, 12, 20
64, 64, 30
27, 80, 18
58, 62, 22
3, 54, 22
74, 77, 25
27, 11, 27
64, 65, 30
70, 33, 13
16, 78, 30
61, 76, 19
15, 89, 12
70, 88, 13
56, 66, 29
15, 57, 11
64, 49, 25
65, 64, 30
27, 11, 20
62, 50, 29
42, 30, 21
35, 70, 12
65, 65, 30
52, 82, 25
9, 72, 21
87, 53, 29
82, 65, 10
43, 7, 14
65, 66, 30
71, 42, 19
10, 30, 28
65, 11, 15
9, 57, 28
52, 64, 15
47, 40, 13
30, 9, 12
66, 65, 30
29, 81, 12
15, 57, 29
42, 87, 25
75, 18, 14
87, 81, 22
52, 74, 11
66, 66, 30
58, 29, 25
57, 7, 30
69, 41, 26
6, 25, 11
66, 67, 30
61, 7, 20
79, 86, 19
28, 5, 12
80, 72, 13
67, 66, 30
6, 89, 14
78, 7, 16
71, 82, 24
30, 7, 24
34, 18, 25
57, 46, 18
83, 90, 11
3, 42, 16
67, 67, 30
72, 14, 28
90, 31, 16
13, 19, 21
80, 6, 20
61, 53, 13
30, 54, 28
81, 59, 12
63, 9, 20
67, 68, 30
37, 31, 30
34, 56, 29
84, 70, 12
36, 28, 23
11, 77, 15
42, 66, 24
88, 36, 26
68, 67, 30
78, 32, 20
6, 75, 23
49, 47, 17
11, 27, 13
67, 63, 14
62, 16, 12
53, 69, 30
35, 82, 10
68, 68, 30
66, 4, 29
75, 56, 17
31, 62, 30
16, 22, 12
28, 30, 20
55, 57, 24
32, 56, 12
12, 21, 28
68, 69, 30
53, 62, 17
88, 37, 20
47, 10, 13
52, 45, 23
9, 72, 22
7, 13, 23
59, 7, 23
84, 88, 30
64, 86, 27
40, 20, 27
69, 68, 30
18, 72, 16
72, 81, 20
67, 24, 21
77, 14, 16
21, 86, 17
87, 29, 12
79, 63, 19
14, 24, 30
69, 69, 30
9, 28, 13
61, 77, 26
44, 83, 29
4, 36, 30
37, 77, 20
2, 82, 10
12, 71, 18
69, 70, 30
7, 76, 16
59, 49, 16
57, 25, 10
8, 24, 29
70, 69, 30
59, 6, 28
70, 26, 26
57, 76, 14
70, 70, 30
60, 84, 25
5, 15, 20
21, 56, 22
60, 42, 26
24, 29, 14
46, 44, 20
66, 50, 20
55, 17, 28
75, 9, 20
24, 54, 11
70, 71, 30
89, 27, 26
71, 84, 21
53, 87, 16
82, 3, 25
73, 52, 16
65, 43, 16
46, 45, 27
51, 75, 10
85, 59, 25
71, 70, 30
42, 38, 25
17, 58, 23
28, 70, 25
7, 87, 28
81, 65, 13
88, 70, 12
39, 42, 13
5, 24, 26
22, 15, 29
71, 71, 30
57, 52, 30
5, 59, 30
4, 7, 28
71, 72, 30
25, 72, 22
57, 55, 23
66, 38, 15
72, 32, 18
36, 77, 22
77, 66, 17
87, 7, 13
23, 17, 14
72, 71, 30
14, 82, 19
14, 40, 17
77, 41, 13
63, 13, 16
44, 4, 20
30, 55, 15
60, 47, 26
72, 72, 30
36, 22, 14
8, 8, 12
3, 9, 18
42, 62, 12
72, 73, 30
37, 30, 23
56, 27, 13
74, 65, 26
7, 6, 15
81, 73, 29
33, 8, 13
54, 7, 12
85, 40, 27
23, 88, 12
73, 72, 30
13, 30, 26
10, 25, 25
22, 53, 14
67, 29, 21
56, 68, 30
86, 45, 17
20, 38, 18
11, 36, 24
29, 78, 19
45, 82, 23
73, 73, 30
14, 69, 21
43, 44, 29
40, 62, 30
15, 19, 20
12, 57, 14
72, 68, 17
40, 29, 14
73, 74, 30
5, 6, 25
33, 9, 16
18, 76, 20
18, 22, 30
19, 53, 18
36, 48, 25
85, 83, 16
56, 41, 22
74, 73, 30
17, 18, 16
10, 64, 16
28, 41, 21
27, 66, 19
88, 69, 11
23, 40, 16
5, 17, 17
10, 28, 11
20, 42, 27
74, 74, 30
74, 17, 28
65, 59, 19
70, 48, 16
79, 65, 28
45, 64, 14
53, 78, 13
74, 75, 30
85, 16, 27
24, 26, 12
53, 26, 29
74, 81, 17
75, 74, 30
72, 62, 15
53, 44, 23
7, 24, 11
16, 37, 30
36, 57, 24
57, 57, 20
12, 63, 16
40, 84, 24
58, 67, 11
75, 75, 30
29, 69, 12
74, 55, 16
61, 47, 17
47, 33, 13
23, 23, 18
48, 72, 26
75, 76, 30
80, 47, 26
76, 63, 24
35, 60, 17
14, 25, 18
51, 73, 18
41, 34, 25
9, 66, 16
37, 17, 25
87, 18, 21
76, 75, 30
13, 45, 26
61, 83, 29
46, 20, 29
45, 82, 21
22, 53, 24
10, 12, 17
26, 87, 26
79, 6, 26
71, 39, 19
38, 39, 25
76, 76, 30
68, 47, 12
8, 73, 13
16, 76, 26
78, 41, 11
3, 90, 13
76, 77, 30
20, 6, 25
70, 86, 19
6, 82, 13
77, 76, 30
26, 84, 18
32, 43, 24
14, 71, 22
46, 29, 10
78, 80, 30
43, 83, 28
60, 89, 10
77, 77, 30
10, 3, 21
51, 64, 21
89, 10, 10
67, 16, 19
72, 75, 24
77, 78, 30
74, 12, 29
48, 40, 24
43, 10, 29
52, 58, 28
27, 18, 28
35, 54, 15
48, 69, 18
64, 47, 23
18, 17, 11
37, 63, 28
78, 77, 30
62, 69, 14
75, 81, 22
83, 49, 29
26, 69, 11
58, 10, 30
79, 86, 23
46, 67, 25
78, 78, 30
24, 67, 19
30, 34, 15
47, 5, 24
12, 10, 19
57, 71, 25
90, 4, 24
84, 69, 18
78, 81, 29
43, 79, 19
78, 79, 30
64, 54, 30
5, 47, 17
11, 22, 25
