903, 903
37, 278, 10
647, 187, 10
9, 2, 30
282, 862, 17
664, 217, 25
286, 591, 19
10, 903, 30
33, 821, 11
272, 853, 13
804, 259, 12
629, 667, 25
792, 140, 13
289, 444, 11
754, 700, 17
650, 394, 12
351, 817, 12
460, 114, 30
10, 902, 30
76, 76, 15
852, 454, 27
696, 219, 10
470, 607, 26
10, 2, 30
235, 72, 15
97, 75, 19
597, 400, 26
884, 738, 29
741, 148, 23
663, 894, 19
11, 903, 30
771, 165, 26
459, 222, 12
618, 314, 28
11, 902, 30
245, 662, 20
89, 810, 17
341, 518, 17
11, 2, 30
198, 45, 18
150, 325, 27
550, 649, 25
12, 903, 30
496, 697, 24
352, 140, 14
11, 880, 11
572, 578, 14
86, 597, 16
609, 896, 25
128, 397, 10
704, 608, 28
12, 902, 30
390, 168, 11
576, 194, 13
501, 154, 21
483, 758, 11
44, 644, 17
86, 10, 29
323, 109, 29
739, 138, 19
33, 175, 10
406, 226, 30
12, 2, 30
470, 434, 15
564, 76, 18
446, 226, 27
541, 737, 11
399, 120, 15
713, 724, 25
13, 903, 30
202, 29, 27
233, 48, 10
686, 168, 15
883, 246, 12
827, 16, 22
735, 421, 12
764, 529, 11
370, 613, 16
13, 902, 30
331, 803, 28
206, 631, 28
310, 366, 28
700, 663, 17
579, 873, 28
13, 2, 30
352, 475, 30
292, 627, 23
347, 222, 10
788, 135, 13
198, 766, 28
242, 788, 12
208, 683, 12
606, 253, 15
438, 124, 16
14, 903, 30
206, 123, 13
608, 302, 22
174, 94, 23
145, 552, 21
88, 255, 28
348, 748, 24
173, 872, 10
14, 902, 30
853, 721, 11
872, 59, 26
715, 526, 22
14, 2, 30
188, 563, 16
624, 583, 16
317, 150, 10
15, 903, 30
66, 533, 26
453, 888, 27
772, 803, 25
803, 39, 29
118, 572, 22
15, 902, 30
877, 374, 21
521, 755, 27
519, 829, 14
150, 772, 11
741, 336, 22
261, 894, 17
15, 2, 30
805, 228, 27
297, 419, 24
121, 274, 26
96, 8, 16
573, 195, 23
325, 18, 22
212, 357, 29
419, 424, 15
312, 298, 12
169, 403, 27
16, 903, 30
458, 274, 29
289, 317, 22
728, 738, 19
214, 869, 29
763, 46, 13
275, 31, 15
889, 720, 24
705, 48, 15
6, 342, 29
386, 234, 22
16, 902, 30
461, 11, 19
435, 687, 22
171, 848, 13
16, 2, 30
56, 340, 20
331, 479, 10
185, 118, 26
165, 119, 18
260, 571, 15
399, 767, 25
470, 258, 28
183, 694, 21
17, 903, 30
629, 868, 13
902, 714, 17
641, 459, 23
30, 157, 20
795, 685, 29
17, 902, 30
29, 430, 29
182, 124, 30
43, 688, 15
428, 492, 15
349, 58, 20
746, 493, 26
673, 347, 13
830, 380, 22
752, 55, 15
305, 427, 26
17, 2, 30
612, 208, 21
666, 872, 11
49, 383, 29
302, 188, 21
883, 358, 12
585, 894, 12
866, 788, 12
355, 310, 28
630, 409, 18
817, 435, 15
18, 903, 30
732, 737, 28
619, 549, 24
111, 858, 27
890, 530, 28
792, 190, 30
241, 199, 14
508, 895, 27
18, 902, 30
719, 56, 16
480, 703, 17
410, 890, 30
655, 119, 15
161, 554, 20
648, 715, 25
408, 8, 25
901, 299, 21
214, 216, 21
371, 367, 22
18, 2, 30
81, 42, 28
565, 535, 29
229, 510, 27
188, 87, 24
19, 903, 30
861, 511, 16
767, 316, 28
145, 125, 20
822, 49, 17
383, 429, 12
640, 520, 19
19, 902, 30
262, 868, 14
380, 195, 22
149, 856, 29
871, 589, 29
19, 2, 30
783, 216, 30
635, 80, 28
253, 376, 24
20, 903, 30
555, 18, 24
626, 312, 22
395, 168, 20
492, 577, 13
20, 902, 30
483, 529, 16
894, 899, 23
527, 119, 12
31, 281, 20
467, 434, 29
238, 852, 24
887, 48, 25
20, 2, 30
435, 891, 26
303, 316, 15
518, 887, 16
22, 694, 26
627, 852, 21
571, 717, 30
858, 507, 21
21, 903, 30
668, 360, 11
245, 659, 10
851, 339, 18
21, 902, 30
525, 160, 15
285, 336, 10
118, 816, 26
834, 744, 17
33, 832, 21
138, 195, 16
817, 783, 17
772, 566, 27
778, 599, 14
634, 118, 10
21, 2, 30
812, 627, 18
811, 669, 24
552, 222, 11
556, 551, 14
193, 507, 10
64, 547, 30
177, 134, 27
734, 776, 19
22, 903, 30
222, 624, 10
813, 814, 27
428, 537, 28
125, 729, 19
322, 118, 23
646, 415, 29
161, 653, 21
481, 818, 16
670, 458, 22
763, 590, 24
22, 902, 30
248, 508, 30
230, 72, 16
575, 434, 20
819, 460, 25
47, 650, 26
710, 113, 12
106, 711, 15
72, 245, 18
551, 313, 28
22, 2, 30
212, 768, 19
588, 586, 16
537, 400, 23
624, 680, 17
429, 37, 15
172, 110, 17
404, 24, 17
205, 835, 29
23, 903, 30
886, 287, 17
142, 784, 14
55, 691, 16
707, 345, 15
692, 141, 17
583, 589, 21
419, 233, 19
23, 902, 30
556, 444, 14
426, 518, 12
216, 260, 12
610, 701, 27
23, 2, 30
77, 647, 16
235, 797, 23
147, 171, 29
482, 891, 19
731, 579, 27
360, 576, 15
94, 312, 20
118, 223, 23
52, 57, 24
453, 407, 10
24, 903, 30
670, 725, 16
664, 680, 23
338, 871, 13
840, 897, 13
224, 342, 22
271, 278, 18
24, 902, 30
598, 163, 15
347, 901, 18
78, 794, 30
120, 256, 18
480, 83, 20
712, 845, 14
459, 271, 27
654, 654, 23
24, 2, 30
690, 147, 20
386, 631, 23
287, 544, 28
177, 789, 19
470, 730, 11
518, 463, 18
681, 164, 21
759, 644, 23
9, 840, 20
25, 903, 30
296, 487, 11
199, 586, 14
268, 280, 18
698, 82, 10
190, 225, 27
743, 687, 26
406, 171, 25
813, 463, 11
606, 383, 27
25, 902, 30
889, 368, 17
323, 199, 17
20, 295, 23
25, 2, 30
759, 831, 23
646, 166, 22
287, 387, 26
228, 57, 14
691, 524, 10
469, 470, 29
864, 652, 12
522, 424, 20
26, 903, 30
367, 828, 21
773, 95, 24
354, 200, 29
90, 124, 10
617, 333, 14
448, 845, 23
143, 337, 22
881, 605, 11
599, 669, 27
26, 902, 30
885, 484, 26
405, 790, 23
840, 169, 18
822, 819, 14
26, 2, 30
559, 155, 18
859, 599, 24
359, 111, 30
764, 222, 28
230, 862, 28
721, 205, 12
543, 73, 14
370, 490, 28
389, 372, 23
27, 903, 30
735, 713, 24
440, 12, 27
786, 666, 29
376, 860, 16
77, 200, 26
800, 322, 22
869, 433, 22
27, 902, 30
357, 319, 12
65, 315, 12
208, 514, 28
633, 339, 16
647, 791, 26
426, 303, 22
685, 401, 24
150, 206, 13
27, 2, 30
439, 798, 11
448, 705, 14
21, 430, 23
363, 752, 22
192, 469, 20
257, 844, 16
28, 903, 30
261, 100, 17
832, 734, 20
700, 197, 25
370, 173, 23
720, 52, 27
673, 322, 15
258, 14, 15
409, 410, 28
276, 304, 12
511, 231, 13
28, 902, 30
305, 617, 11
846, 824, 19
96, 880, 18
96, 234, 29
618, 161, 12
625, 323, 27
413, 472, 20
355, 339, 27
736, 293, 27
28, 2, 30
892, 182, 23
283, 569, 18
570, 120, 16
311, 721, 24
899, 564, 12
156, 607, 12
655, 834, 21
29, 903, 30
660, 876, 22
702, 559, 18
347, 831, 30
370, 729, 16
890, 865, 21
410, 681, 25
40, 32, 30
493, 791, 28
735, 568, 26
801, 86, 24
29, 902, 30
88, 877, 30
712, 352, 16
492, 671, 20
763, 157, 26
19, 271, 30
533, 85, 12
845, 109, 25
380, 386, 30
29, 2, 30
503, 694, 27
592, 143, 30
621, 731, 18
790, 647, 26
28, 320, 22
4, 894, 20
900, 895, 27
30, 903, 30
672, 306, 28
311, 414, 13
135, 828, 18
640, 852, 24
660, 308, 15
639, 232, 21
718, 486, 13
607, 437, 21
693, 81, 18
30, 902, 30
597, 165, 17
496, 59, 30
213, 709, 12
30, 2, 30
274, 329, 19
752, 794, 28
23, 548, 21
524, 203, 27
24, 253, 10
461, 177, 25
881, 525, 19
31, 903, 30
468, 142, 25
509, 187, 16
445, 896, 26
52, 215, 23
31, 902, 30
733, 297, 25
594, 704, 18
648, 829, 21
357, 789, 13
320, 732, 14
441, 32, 19
877, 306, 11
306, 827, 12
774, 349, 19
408, 849, 12
31, 2, 30
754, 149, 30
400, 756, 19
608, 762, 11
790, 64, 18
892, 836, 14
550, 250, 12
745, 169, 16
50, 871, 11
835, 264, 26
32, 903, 30
390, 320, 26
492, 33, 25
493, 775, 15
32, 902, 30
640, 842, 26
188, 663, 29
468, 900, 20
72, 462, 17
207, 880, 28
373, 766, 20
416, 153, 20
66, 177, 25
672, 600, 22
32, 2, 30
3, 165, 12
457, 752, 22
116, 287, 28
101, 59, 13
564, 44, 13
776, 540, 23
441, 585, 21
687, 626, 14
503, 545, 19
33, 903, 30
612, 522, 10
178, 554, 12
657, 331, 16
355, 252, 19
395, 668, 25
620, 606, 14
418, 803, 11
588, 672, 24
327, 288, 18
679, 360, 18
33, 902, 30
146, 769, 29
114, 362, 15
252, 737, 15
13, 568, 18
360, 518, 16
38, 636, 24
478, 355, 20
560, 582, 15
33, 2, 30
185, 500, 25
64, 257, 24
896, 665, 30
686, 896, 20
342, 568, 12
309, 64, 30
91, 159, 29
34, 903, 30
134, 403, 29
647, 351, 15
528, 221, 25
438, 169, 24
167, 296, 10
770, 874, 10
751, 629, 28
220, 795, 26
34, 902, 30
153, 542, 12
695, 318, 12
517, 179, 21
443, 92, 22
516, 460, 20
494, 551, 27
252, 116, 13
201, 566, 13
584, 258, 23
34, 2, 30
827, 562, 14
311, 159, 17
903, 753, 30
640, 614, 23
35, 903, 30
515, 324, 22
486, 780, 21
599, 681, 15
419, 837, 29
732, 421, 12
486, 609, 30
485, 165, 30
35, 902, 30
144, 752, 16
592, 655, 16
853, 64, 12
724, 107, 16
35, 2, 30
206, 121, 10
696, 75, 23
903, 497, 10
104, 822, 25
336, 53, 10
868, 346, 28
123, 839, 15
718, 848, 17
36, 903, 30
583, 77, 11
576, 591, 15
885, 556, 28
130, 616, 10
628, 747, 17
347, 747, 26
125, 258, 19
60, 202, 20
752, 742, 30
334, 589, 17
36, 902, 30
528, 400, 16
40, 89, 19
797, 487, 21
655, 305, 19
708, 438, 12
811, 563, 12
36, 2, 30
709, 531, 10
826, 135, 13
252, 305, 13
163, 114, 11
434, 418, 11
690, 107, 20
37, 903, 30
759, 687, 22
502, 843, 27
589, 339, 27
259, 141, 18
868, 766, 14
568, 232, 19
877, 432, 17
37, 902, 30
813, 437, 12
481, 304, 19
515, 408, 17
37, 2, 30
561, 468, 19
272, 821, 20
379, 797, 10
227, 818, 27
229, 334, 15
358, 775, 18
879, 500, 19
235, 567, 24
41, 75, 29
612, 855, 12
38, 903, 30
743, 561, 14
755, 64, 14
247, 18, 27
173, 524, 25
78, 58, 28
38, 902, 30
828, 628, 15
208, 113, 14
718, 857, 14
802, 207, 20
61, 486, 29
156, 325, 30
229, 484, 26
714, 125, 22
38, 2, 30
180, 303, 24
109, 630, 16
702, 94, 27
539, 312, 17
370, 867, 26
39, 903, 30
32, 694, 11
355, 420, 30
810, 60, 24
886, 724, 25
220, 357, 28
708, 389, 12
743, 492, 10
604, 85, 14
39, 902, 30
45, 496, 15
80, 845, 19
381, 336, 19
825, 760, 20
606, 45, 10
529, 314, 27
254, 711, 14
142, 264, 26
757, 102, 20
39, 2, 30
272, 332, 21
645, 590, 21
550, 543, 30
40, 903, 30
446, 612, 15
599, 758, 23
12, 5, 14
155, 546, 23
885, 283, 14
151, 252, 13
834, 679, 18
415, 215, 14
367, 884, 13
40, 902, 30
737, 51, 26
899, 856, 25
153, 124, 21
325, 387, 20
575, 822, 22
40, 2, 30
804, 16, 12
121, 766, 28
315, 221, 17
287, 616, 12
41, 903, 30
683, 683, 27
881, 625, 15
847, 101, 25
243, 295, 23
328, 609, 30
41, 902, 30
425, 818, 10
539, 764, 24
278, 860, 18
72, 55, 23
576, 368, 23
871, 831, 18
374, 273, 22
41, 2, 30
162, 497, 11
878, 434, 21
489, 697, 18
874, 476, 26
575, 856, 12
196, 853, 24
708, 464, 24
211, 119, 17
42, 903, 30
830, 385, 19
393, 790, 30
307, 432, 24
753, 269, 30
229, 71, 15
144, 560, 15
42, 902, 30
38, 491, 13
581, 370, 30
116, 578, 21
170, 346, 30
277, 309, 13
275, 256, 25
42, 2, 30
211, 597, 14
268, 681, 29
387, 781, 13
164, 673, 13
43, 903, 30
760, 463, 10
463, 892, 26
360, 532, 15
735, 409, 18
553, 842, 18
115, 561, 30
195, 856, 26
837, 288, 20
772, 722, 17
618, 637, 26
43, 902, 30
712, 460, 12
525, 774, 29
878, 768, 20
47, 429, 24
223, 48, 18
52, 848, 13
43, 2, 30
815, 21, 19
337, 753, 18
668, 575, 14
884, 559, 16
206, 126, 18
324, 118, 27
564, 475, 11
876, 400, 15
44, 903, 30
425, 544, 26
192, 16, 24
457, 109, 15
615, 446, 28
379, 92, 13
122, 838, 24
44, 902, 30
375, 147, 26
742, 345, 28
352, 360, 24
219, 505, 30
44, 2, 30
436, 853, 22
421, 312, 25
3, 74, 16
45, 903, 30
677, 800, 22
362, 315, 22
448, 237, 23
177, 648, 30
430, 272, 29
496, 290, 23
45, 902, 30
243, 854, 29
333, 83, 11
590, 118, 25
521, 6, 17
45, 2, 30
196, 865, 16
52, 194, 27
207, 412, 11
241, 818, 19
190, 335, 18
132, 681, 22
134, 663, 20
46, 903, 30
825, 820, 23
433, 229, 14
356, 95, 19
46, 902, 30
374, 268, 27
228, 377, 26
461, 575, 25
238, 833, 19
46, 2, 30
436, 800, 14
29, 45, 15
41, 575, 10
800, 541, 20
453, 513, 10
750, 814, 19
669, 836, 24
80, 245, 15
329, 267, 30
47, 903, 30
504, 776, 11
686, 492, 25
168, 337, 29
723, 628, 20
370, 680, 30
34, 366, 15
845, 526, 21
296, 697, 19
890, 294, 14
309, 196, 14
47, 902, 30
752, 644, 30
171, 680, 24
485, 99, 19
376, 438, 21
316, 197, 26
820, 29, 14
61, 265, 27
47, 2, 30
135, 107, 17
464, 487, 29
662, 70, 20
503, 231, 28
793, 473, 19
901, 80, 11
396, 169, 12
639, 169, 16
584, 652, 28
48, 903, 30
747, 678, 25
606, 78, 12
106, 23, 21
708, 389, 26
656, 89, 11
625, 95, 29
71, 680, 22
48, 902, 30
310, 219, 16
145, 533, 21
871, 821, 12
832, 492, 11
175, 461, 22
574, 614, 11
48, 2, 30
464, 585, 29
665, 476, 15
566, 59, 23
243, 656, 22
49, 903, 30
317, 600, 27
500, 898, 18
664, 413, 22
78, 42, 22
652, 421, 14
616, 586, 11
49, 902, 30
817, 192, 24
242, 258, 30
405, 404, 24
844, 384, 21
642, 125, 24
267, 544, 14
814, 326, 25
387, 583, 20
887, 38, 29
529, 529, 19
49, 2, 30
525, 159, 30
668, 144, 26
87, 590, 12
519, 56, 22
454, 84, 27
795, 541, 27
559, 785, 12
190, 516, 24
50, 903, 30
623, 108, 21
473, 278, 26
19, 198, 15
508, 899, 15
156, 187, 15
383, 88, 11
50, 902, 30
327, 143, 18
827, 190, 16
204, 813, 21
895, 817, 18
163, 126, 22
892, 117, 12
517, 257, 30
293, 403, 27
395, 469, 20
50, 2, 30
860, 141, 14
572, 591, 10
144, 423, 11
301, 558, 30
557, 273, 20
898, 22, 18
750, 389, 26
51, 903, 30
387, 540, 29
692, 611, 19
804, 136, 25
774, 741, 24
791, 53, 26
160, 656, 28
51, 902, 30
319, 471, 30
91, 401, 26
632, 2, 18
332, 726, 28
838, 681, 13
302, 300, 13
51, 2, 30
623, 773, 23
526, 274, 29
729, 528, 12
86, 125, 19
104, 341, 24
488, 105, 22
52, 903, 30
10, 600, 24
750, 151, 25
272, 746, 24
52, 902, 30
113, 84, 15
855, 875, 25
231, 228, 12
240, 643, 25
309, 330, 25
656, 262, 18
414, 263, 24
251, 208, 27
413, 445, 25
471, 173, 26
52, 2, 30
46, 480, 26
295, 815, 19
537, 462, 27
629, 515, 30
234, 623, 30
197, 692, 12
162, 393, 16
53, 903, 30
139, 61, 18
578, 729, 23
523, 752, 11
53, 902, 30
724, 126, 16
41, 654, 28
494, 173, 15
511, 41, 25
145, 549, 19
228, 381, 25
53, 2, 30
307, 185, 25
184, 159, 21
339, 337, 17
609, 478, 25
692, 21, 26
54, 903, 30
613, 278, 29
227, 78, 25
611, 436, 13
723, 149, 24
111, 739, 12
398, 2, 20
404, 568, 13
166, 468, 25
60, 442, 27
752, 507, 20
54, 902, 30
337, 187, 29
514, 667, 16
614, 797, 20
79, 610, 14
156, 745, 14
877, 550, 24
570, 83, 29
54, 2, 30
799, 21, 20
51, 887, 14
142, 171, 25
839, 203, 18
384, 648, 12
55, 903, 30
139, 154, 17
445, 390, 14
419, 76, 17
461, 220, 30
55, 902, 30
787, 733, 15
621, 790, 26
316, 522, 23
41, 454, 28
841, 243, 14
570, 108, 26
55, 2, 30
235, 874, 16
564, 811, 28
94, 252, 25
680, 898, 28
713, 513, 13
720, 181, 17
595, 805, 10
859, 70, 13
687, 457, 13
527, 680, 18
56, 903, 30
325, 476, 29
819, 605, 26
61, 722, 14
615, 183, 22
831, 126, 25
782, 14, 20
807, 129, 19
56, 902, 30
49, 720, 21
432, 782, 24
495, 601, 12
238, 49, 18
788, 137, 10
124, 750, 25
763, 46, 24
720, 33, 14
181, 340, 25
3, 812, 23
56, 2, 30
458, 571, 24
591, 360, 22
385, 286, 11
330, 240, 26
346, 565, 21
405, 590, 25
57, 903, 30
824, 167, 26
565, 189, 14
177, 506, 22
618, 454, 11
236, 652, 26
116, 502, 11
57, 902, 30
177, 837, 22
328, 446, 15
638, 480, 29
345, 204, 12
285, 240, 26
151, 447, 20
776, 671, 18
57, 2, 30
197, 846, 21
122, 713, 21
701, 78, 10
246, 606, 28
617, 881, 17
58, 903, 30
146, 618, 17
213, 181, 26
338, 62, 13
831, 714, 15
823, 441, 30
62, 549, 30
58, 902, 30
103, 602, 27
260, 109, 24
373, 714, 30
340, 692, 23
523, 873, 18
379, 473, 14
705, 696, 27
58, 2, 30
781, 315, 20
324, 84, 23
83, 893, 22
292, 538, 30
599, 393, 27
19, 745, 15
894, 627, 14
59, 903, 30
710, 267, 29
255, 35, 29
246, 753, 15
758, 381, 26
856, 753, 21
612, 886, 11
193, 774, 23
59, 902, 30
899, 56, 19
366, 569, 10
198, 355, 27
883, 211, 22
67, 701, 17
59, 2, 30
717, 64, 27
730, 269, 14
639, 191, 10
426, 257, 26
809, 857, 27
219, 661, 22
110, 259, 16
60, 903, 30
816, 150, 11
842, 744, 29
256, 196, 12
77, 843, 27
60, 902, 30
146, 723, 22
655, 101, 21
427, 312, 18
78, 478, 16
487, 757, 29
241, 677, 24
60, 2, 30
673, 323, 17
272, 757, 19
387, 278, 20
412, 799, 16
810, 477, 11
858, 310, 12
432, 612, 21
515, 277, 16
770, 508, 25
89, 638, 14
61, 903, 30
85, 516, 12
469, 517, 21
764, 200, 13
226, 801, 21
3, 364, 25
168, 352, 15
698, 52, 26
280, 19, 20
61, 902, 30
12, 243, 30
120, 66, 12
62, 315, 15
55, 377, 14
695, 849, 30
61, 2, 30
170, 452, 11
804, 424, 29
163, 406, 23
821, 647, 19
321, 865, 10
733, 250, 29
230, 833, 13
486, 573, 29
695, 238, 17
62, 903, 30
493, 186, 13
636, 602, 11
809, 296, 18
560, 732, 21
122, 184, 28
575, 783, 14
636, 555, 10
828, 568, 21
107, 249, 26
839, 717, 21
62, 902, 30
754, 721, 17
48, 72, 22
818, 30, 11
468, 667, 29
491, 84, 17
673, 692, 18
87, 210, 28
82, 385, 18
407, 266, 19
62, 2, 30
142, 122, 10
418, 869, 21
526, 889, 28
304, 145, 30
129, 781, 12
784, 872, 13
820, 818, 10
561, 687, 18
63, 903, 30
855, 495, 14
563, 783, 15
52, 429, 10
63, 902, 30
80, 110, 11
641, 554, 27
325, 170, 25
650, 522, 30
725, 5, 11
712, 407, 13
643, 592, 30
113, 299, 26
243, 459, 12
450, 770, 13
63, 2, 30
412, 756, 14
645, 738, 17
46, 689, 27
831, 342, 26
491, 124, 18
64, 903, 30
654, 688, 25
370, 700, 22
103, 473, 19
64, 902, 30
35, 425, 27
559, 10, 26
742, 552, 12
679, 764, 27
384, 668, 13
659, 31, 23
454, 559, 14
879, 420, 11
858, 780, 19
64, 2, 30
147, 148, 16
210, 46, 10
44, 715, 20
108, 278, 20
626, 667, 29
560, 7, 21
65, 903, 30
679, 213, 28
862, 901, 15
33, 807, 23
65, 902, 30
856, 539, 15
165, 128, 23
344, 384, 24
11, 540, 10
608, 195, 21
358, 79, 24
434, 763, 29
65, 2, 30
801, 84, 24
581, 59, 10
30, 48, 27
351, 22, 18
792, 4, 20
66, 903, 30
425, 803, 16
345, 754, 30
177, 341, 20
479, 198, 14
447, 274, 10
827, 734, 26
745, 618, 18
91, 822, 17
66, 902, 30
44, 79, 27
233, 126, 30
47, 883, 11
66, 2, 30
137, 626, 16
437, 445, 10
278, 26, 20
368, 454, 15
394, 623, 24
226, 107, 24
432, 112, 23
67, 903, 30
411, 254, 10
153, 517, 12
579, 416, 21
67, 902, 30
723, 750, 27
516, 870, 30
88, 681, 17
758, 226, 11
470, 409, 20
13, 752, 15
762, 571, 25
794, 294, 24
67, 2, 30
42, 656, 13
416, 389, 29
833, 721, 17
317, 731, 27
667, 448, 18
115, 553, 29
68, 903, 30
627, 859, 29
4, 423, 15
518, 211, 12
68, 902, 30
185, 748, 27
186, 597, 27
416, 846, 13
204, 672, 23
189, 735, 22
236, 133, 18
198, 723, 30
68, 2, 30
800, 659, 30
790, 61, 26
541, 334, 10
827, 501, 21
858, 447, 12
328, 652, 19
759, 886, 30
69, 903, 30
661, 492, 17
686, 411, 12
432, 395, 19
897, 718, 29
724, 242, 11
113, 378, 17
33, 590, 13
650, 312, 22
704, 874, 10
871, 570, 21
69, 902, 30
504, 783, 16
428, 793, 20
828, 338, 11
445, 834, 19
397, 824, 20
707, 506, 19
379, 701, 23
100, 843, 14
69, 2, 30
240, 820, 16
76, 702, 22
861, 719, 29
790, 446, 27
824, 557, 27
70, 903, 30
397, 177, 28
10, 475, 29
200, 647, 14
747, 105, 17
117, 483, 29
310, 720, 11
36, 804, 23
70, 902, 30
54, 338, 12
100, 25, 27
156, 496, 26
70, 2, 30
463, 831, 22
379, 357, 11
396, 812, 14
896, 442, 24
86, 687, 13
657, 827, 13
547, 169, 27
475, 350, 11
71, 903, 30
396, 641, 14
503, 623, 26
579, 2, 26
68, 300, 16
535, 783, 23
71, 902, 30
99, 378, 16
605, 503, 18
124, 186, 11
71, 2, 30
499, 644, 18
314, 58, 24
670, 603, 27
478, 152, 27
41, 581, 30
7, 439, 27
639, 629, 23
72, 903, 30
863, 537, 26
239, 373, 18
154, 851, 18
162, 458, 20
113, 116, 15
499, 696, 22
637, 252, 23
334, 169, 19
297, 125, 24
72, 902, 30
806, 92, 17
763, 283, 13
10, 233, 18
29, 171, 23
72, 2, 30
437, 869, 15
517, 405, 26
735, 885, 12
637, 80, 14
73, 903, 30
441, 39, 27
231, 307, 14
816, 460, 24
73, 902, 30
84, 239, 13
138, 95, 16
558, 893, 27
474, 547, 16
389, 414, 25
140, 16, 24
634, 266, 17
736, 596, 28
137, 470, 19
73, 2, 30
217, 849, 13
448, 534, 10
666, 717, 22
800, 618, 15
705, 353, 23
438, 411, 10
485, 498, 11
74, 903, 30
265, 64, 13
564, 118, 10
275, 573, 21
186, 774, 30
419, 372, 30
426, 742, 16
74, 902, 30
50, 584, 28
698, 646, 21
477, 899, 28
490, 490, 24
119, 177, 11
74, 2, 30
692, 735, 28
832, 466, 14
705, 213, 28
226, 196, 24
848, 641, 17
154, 342, 26
556, 15, 23
269, 652, 10
75, 903, 30
691, 633, 13
844, 334, 20
749, 331, 30
220, 752, 28
784, 195, 14
75, 902, 30
753, 431, 15
851, 876, 15
192, 538, 16
35, 508, 27
201, 818, 12
409, 544, 11
96, 645, 13
258, 98, 16
798, 887, 28
75, 2, 30
111, 263, 11
641, 433, 13
334, 539, 20
76, 903, 30
330, 247, 13
671, 70, 25
127, 887, 19
171, 101, 26
902, 473, 25
284, 820, 24
424, 662, 14
603, 172, 10
828, 62, 30
76, 902, 30
40, 738, 30
571, 149, 20
38, 132, 18
76, 2, 30
845, 320, 27
334, 619, 21
244, 808, 10
141, 35, 15
539, 809, 27
197, 794, 21
712, 181, 16
765, 813, 25
113, 327, 24
566, 874, 16
77, 903, 30
660, 384, 17
440, 810, 20
24, 130, 17
756, 210, 16
863, 720, 30
77, 902, 30
219, 726, 29
332, 448, 25
54, 160, 25
642, 618, 25
518, 728, 13
887, 420, 10
374, 397, 11
127, 220, 29
77, 2, 30
612, 475, 21
531, 897, 24
258, 481, 10
800, 559, 13
720, 123, 12
495, 18, 11
78, 903, 30
399, 657, 21
355, 780, 29
162, 720, 20
875, 43, 25
270, 248, 12
