8000, 8000
17, 8000, 30
6422, 4950, 14
2958, 2170, 20
6748, 7846, 16
2655, 6165, 21
2410, 451, 17
6548, 1704, 22
7746, 663, 14
7297, 1395, 22
7901, 7204, 20
1814, 6103, 18
17, 7999, 30
3490, 3046, 21
6995, 978, 17
1357, 4598, 28
2926, 7417, 15
663, 4330, 19
17, 2, 30
2174, 7948, 19
719, 7214, 19
1294, 7030, 27
4499, 7529, 27
18, 8000, 30
1056, 5183, 28
5962, 5919, 29
5989, 4885, 28
18, 7999, 30
2932, 2915, 27
5247, 1205, 10
7585, 2520, 29
3014, 5818, 20
1093, 7804, 22
3912, 2450, 11
220, 63, 15
18, 2, 30
6990, 5496, 17
335, 3827, 15
2154, 2522, 27
19, 8000, 30
2986, 387, 10
2866, 3958, 25
6174, 2050, 26
6207, 1290, 11
19, 7999, 30
7622, 6955, 30
5162, 7355, 11
3652, 746, 14
2506, 3368, 12
2597, 7470, 22
6122, 7069, 22
233, 5739, 16
1988, 2177, 21
19, 2, 30
7236, 3723, 18
3493, 5694, 27
1548, 7426, 27
2465, 59, 26
2977, 6024, 14
20, 8000, 30
3508, 3622, 17
5103, 7339, 21
3989, 3106, 25
7774, 3736, 22
4680, 6493, 26
755, 6893, 21
5829, 5565, 26
811, 4130, 22
2335, 2716, 29
7670, 114, 24
20, 7999, 30
1649, 4199, 11
5428, 3193, 17
480, 2159, 28
5062, 5599, 20
391, 5657, 26
3502, 579, 22
4171, 354, 14
6134, 4467, 26
4160, 7807, 22
20, 2, 30
609, 1915, 30
7821, 6112, 12
2876, 7915, 17
7049, 2156, 11
2978, 4062, 15
4358, 1104, 24
7328, 1161, 28
1730, 3022, 25
7475, 2257, 13
7167, 2872, 14
21, 8000, 30
3200, 7259, 23
7452, 3183, 24
1179, 3414, 13
1177, 2804, 13
487, 5741, 12
1097, 3172, 27
21, 7999, 30
5733, 3399, 11
1338, 6881, 28
176, 5940, 10
6850, 4175, 30
3098, 6125, 29
3964, 7675, 14
21, 2, 30
1056, 2206, 29
634, 3527, 17
4113, 229, 21
453, 14, 17
1043, 7037, 13
4739, 6857, 30
1877, 3552, 22
4280, 4641, 18
4469, 1768, 22
3444, 1546, 10
22, 8000, 30
7216, 3789, 14
6995, 5248, 25
1060, 6644, 29
3240, 2818, 17
6900, 355, 13
2496, 625, 23
6495, 165, 22
3197, 7203, 30
5789, 3964, 28
22, 7999, 30
2543, 4101, 12
4866, 2932, 28
6120, 4852, 26
22, 2, 30
741, 6923, 21
4974, 3057, 25
5970, 4786, 28
7183, 3284, 24
23, 8000, 30
1934, 6767, 10
5865, 7304, 22
4086, 4167, 29
5004, 5890, 11
442, 5852, 26
4426, 5539, 20
6778, 6687, 30
3453, 1505, 13
23, 7999, 30
6168, 7668, 24
931, 3523, 21
1747, 6138, 30
23, 2, 30
2945, 1249, 27
2819, 7867, 30
1488, 5762, 11
4112, 6462, 15
24, 8000, 30
6054, 1384, 17
2317, 522, 28
4228, 2301, 22
24, 7999, 30
6725, 4492, 30
6035, 124, 26
7854, 4041, 18
3966, 1622, 14
7595, 6945, 28
24, 2, 30
1104, 4111, 16
7645, 6692, 10
723, 6362, 18
25, 8000, 30
6101, 2891, 10
2991, 7845, 26
3513, 569, 13
3543, 4099, 25
2756, 7770, 20
6368, 5479, 30
5920, 2295, 16
1076, 5792, 21
4524, 454, 16
2861, 5448, 13
25, 7999, 30
6899, 7003, 26
2931, 6966, 21
6008, 4794, 19
4510, 7248, 22
6859, 3560, 26
6439, 2156, 23
671, 3213, 20
3167, 5467, 27
4339, 7842, 15
25, 2, 30
933, 7111, 19
5897, 1622, 15
2259, 3385, 21
1185, 7523, 20
26, 8000, 30
1139, 4926, 26
1122, 4162, 24
1930, 6653, 18
7993, 3991, 24
26, 7999, 30
6117, 3327, 16
6494, 3560, 18
2657, 7622, 22
1428, 589, 23
5896, 6558, 13
6331, 7364, 11
1790, 5741, 25
772, 2773, 16
5635, 4521, 15
1902, 1091, 25
26, 2, 30
335, 4918, 14
6391, 5235, 15
6387, 2538, 20
5573, 4025, 15
27, 8000, 30
7396, 3880, 13
1789, 5413, 18
4261, 7110, 11
3648, 2184, 30
5050, 1751, 19
27, 7999, 30
6736, 1904, 16
7157, 1970, 13
7, 7826, 23
27, 2, 30
5377, 5815, 11
1788, 121, 12
1660, 1023, 27
1760, 779, 11
3482, 3851, 19
28, 8000, 30
218, 4538, 26
5865, 2122, 13
1967, 4953, 14
6777, 1997, 15
7364, 3307, 21
7496, 5817, 28
28, 7999, 30
4696, 7443, 25
4551, 1555, 26
2616, 5428, 23
6559, 456, 30
279, 1146, 18
6865, 7623, 25
490, 6902, 27
6865, 1700, 20
2989, 7492, 13
28, 2, 30
3695, 1008, 26
5895, 976, 28
908, 5031, 25
4215, 4263, 11
7793, 597, 24
4386, 1688, 14
5176, 2521, 20
3480, 1236, 20
29, 8000, 30
2076, 125, 15
5558, 4506, 26
4706, 19, 25
4112, 4011, 28
6032, 2598, 15
2469, 1922, 27
29, 7999, 30
4308, 1561, 28
7268, 7449, 17
6367, 4335, 18
543, 975, 26
3741, 7482, 11
5174, 73, 10
29, 2, 30
6343, 5269, 28
3440, 2030, 28
5670, 7642, 20
5687, 6748, 11
30, 8000, 30
1088, 3125, 16
3786, 4371, 19
2746, 7177, 24
3198, 4515, 11
5809, 1735, 23
747, 7535, 27
6618, 2425, 16
3290, 1807, 19
6801, 7699, 19
30, 7999, 30
2302, 2738, 22
3186, 6806, 25
3907, 2993, 22
640, 6369, 20
1394, 7679, 16
7698, 7677, 23
6799, 7847, 25
4439, 2090, 13
7667, 2954, 25
30, 2, 30
4977, 6334, 13
7028, 4244, 11
7208, 6543, 11
1758, 1102, 15
7322, 4535, 12
7914, 3200, 19
31, 8000, 30
2547, 1400, 22
5798, 2234, 21
3693, 4160, 11
6544, 7909, 20
4238, 1088, 16
4567, 6831, 14
31, 7999, 30
1837, 2203, 15
2328, 5341, 27
1906, 6718, 30
31, 2, 30
7249, 3053, 12
760, 6168, 22
7681, 4970, 22
3738, 383, 19
32, 8000, 30
132, 4413, 29
4875, 2914, 26
6114, 728, 21
1750, 5762, 11
5081, 5761, 27
2247, 7145, 12
2202, 3290, 29
7974, 5032, 15
5661, 6046, 16
1585, 5031, 12
32, 7999, 30
5394, 2987, 16
5657, 5236, 26
2401, 5148, 19
32, 2, 30
5551, 3756, 22
705, 4235, 26
2091, 2568, 16
1245, 600, 19
33, 8000, 30
7645, 7868, 11
7126, 4111, 15
6107, 2030, 25
263, 5015, 16
33, 7999, 30
2983, 3808, 25
1990, 6839, 11
4382, 2372, 21
4791, 136, 17
33, 2, 30
15, 474, 21
5435, 5540, 29
470, 6526, 18
34, 8000, 30
7766, 4524, 24
5989, 1158, 27
2442, 1441, 15
5408, 533, 26
5788, 2306, 11
2750, 7853, 14
34, 7999, 30
4399, 809, 10
2442, 6022, 21
1850, 5614, 28
7722, 170, 20
6840, 5905, 22
34, 2, 30
2437, 2931, 24
4018, 863, 19
5581, 7591, 10
5559, 2948, 17
5636, 1196, 28
35, 8000, 30
3660, 7876, 19
7482, 2372, 11
6575, 7536, 29
5202, 735, 23
2932, 870, 10
7628, 421, 20
3708, 6532, 19
5568, 7027, 16
35, 7999, 30
6464, 4782, 16
4005, 495, 18
5293, 2931, 17
4510, 5625, 15
2224, 2345, 13
7159, 4995, 12
3779, 3585, 22
5164, 2569, 25
35, 2, 30
6812, 4617, 14
6035, 3990, 16
980, 7427, 17
4070, 3505, 27
6466, 6847, 26
907, 980, 15
3242, 5127, 16
3913, 3286, 23
5052, 3307, 15
36, 8000, 30
775, 4121, 20
6483, 7308, 12
754, 1567, 18
7775, 887, 10
556, 6088, 14
984, 6363, 13
3787, 2457, 21
36, 7999, 30
203, 232, 16
1911, 3691, 25
250, 60, 28
1324, 2339, 14
6233, 3712, 14
1259, 986, 27
1756, 4019, 21
1362, 7849, 13
5547, 6694, 29
3115, 6429, 11
36, 2, 30
5012, 6943, 20
1698, 1223, 23
5863, 2706, 26
3146, 4218, 17
2856, 1525, 30
6567, 6453, 15
7568, 7521, 29
37, 8000, 30
4646, 6691, 22
511, 1402, 16
2374, 33, 10
3127, 2271, 30
2966, 4565, 27
6077, 4682, 13
915, 3943, 10
4995, 5246, 17
1101, 4311, 16
1015, 6478, 28
37, 7999, 30
6939, 4665, 16
3069, 4445, 27
5440, 3558, 13
37, 2, 30
1202, 1044, 12
2324, 2537, 25
1177, 575, 12
5733, 747, 22
3685, 5690, 13
4456, 3072, 11
1727, 4101, 23
5846, 5767, 28
38, 8000, 30
3238, 6350, 19
4792, 1781, 23
7692, 4574, 12
5521, 6237, 16
690, 2682, 24
7547, 2344, 18
38, 7999, 30
6177, 3790, 14
2460, 1934, 14
4304, 5366, 14
6325, 5695, 13
38, 2, 30
5114, 7255, 24
6378, 7391, 23
414, 5543, 16
5413, 3119, 25
6815, 3553, 15
7897, 6085, 16
192, 5219, 15
3069, 6300, 29
39, 8000, 30
1915, 3132, 17
3623, 702, 15
2002, 4705, 23
3788, 6165, 27
6102, 3306, 30
1017, 6888, 29
41, 290, 25
39, 7999, 30
6712, 7149, 21
637, 3320, 14
2003, 7731, 24
1269, 2734, 17
39, 2, 30
2772, 3312, 23
6045, 5568, 13
4636, 335, 28
3706, 1608, 27
3973, 4196, 13
4028, 4725, 12
2161, 2990, 20
842, 2403, 19
3820, 6780, 21
40, 8000, 30
2958, 72, 15
565, 5617, 29
3214, 6310, 13
3573, 2719, 18
4310, 2306, 20
40, 7999, 30
3542, 7977, 23
2653, 2783, 12
1689, 6985, 18
2584, 5587, 19
7066, 4361, 24
6612, 7830, 22
2513, 1466, 19
243, 1232, 10
40, 2, 30
122, 6882, 29
7385, 4448, 30
5485, 7407, 25
324, 3237, 29
41, 8000, 30
5140, 7896, 20
4369, 471, 30
353, 4632, 19
4661, 1699, 15
596, 2060, 30
7768, 6563, 16
5245, 73, 20
2064, 5320, 29
41, 7999, 30
2515, 4960, 25
7306, 7329, 17
3901, 1213, 27
2655, 4112, 15
5747, 6302, 11
41, 2, 30
712, 2159, 30
7024, 3097, 30
4198, 4362, 11
2986, 7369, 26
2252, 6812, 26
4781, 7310, 27
42, 8000, 30
7693, 202, 27
3545, 1797, 25
5468, 3391, 12
3992, 4421, 26
6158, 299, 23
1559, 6880, 14
3229, 1056, 16
42, 7999, 30
3914, 7198, 16
2099, 2046, 30
7753, 6753, 23
6206, 2425, 15
5880, 3400, 10
1448, 4027, 26
42, 2, 30
3875, 5788, 13
6611, 3221, 15
4416, 3350, 17
257, 7075, 14
1446, 224, 22
7414, 1364, 12
316, 1735, 20
6301, 4979, 18
5476, 4324, 25
43, 8000, 30
4828, 2130, 25
4480, 7060, 22
4315, 6515, 20
2983, 3492, 29
43, 7999, 30
2059, 2338, 17
4457, 6721, 11
1381, 1891, 14
2158, 7371, 17
7238, 4632, 25
5821, 1261, 15
43, 2, 30
6645, 1096, 30
4829, 5971, 17
2316, 6368, 21
2830, 6930, 28
44, 8000, 30
3188, 13, 20
4550, 5876, 28
2676, 2602, 28
7203, 7993, 17
44, 7999, 30
4811, 7496, 13
5248, 3584, 27
6120, 5824, 19
6372, 4399, 27
4344, 7745, 10
3043, 7128, 23
2504, 5707, 26
44, 2, 30
4808, 6346, 11
7489, 4743, 12
7559, 6622, 28
45, 8000, 30
1277, 1406, 14
7169, 706, 29
3040, 1529, 24
1546, 398, 28
5195, 6813, 30
5355, 2164, 14
586, 502, 25
3635, 1462, 11
6551, 4899, 13
6025, 7713, 26
45, 7999, 30
1415, 6684, 13
1277, 1026, 21
7133, 3277, 30
1713, 3795, 13
45, 2, 30
6679, 4003, 17
2758, 6194, 11
1047, 6983, 16
7561, 1327, 23
1582, 2102, 10
5160, 4818, 25
46, 8000, 30
6482, 7022, 23
6521, 5005, 19
4791, 2267, 23
28, 7465, 28
121, 2038, 28
3036, 4166, 15
1218, 7302, 13
5845, 1555, 25
97, 4904, 20
46, 7999, 30
3376, 1218, 12
5027, 2073, 29
1884, 7034, 19
7410, 2645, 12
953, 4107, 26
4119, 2162, 24
667, 3438, 24
5284, 1739, 13
789, 870, 14
46, 2, 30
993, 616, 18
4307, 4125, 24
7260, 5184, 24
340, 1634, 24
1629, 406, 23
4038, 2399, 22
5416, 4883, 24
1653, 837, 26
5201, 5142, 24
47, 8000, 30
6156, 223, 26
3389, 5953, 17
1319, 6326, 23
1141, 3843, 11
2197, 6859, 20
47, 7999, 30
1242, 2321, 30
511, 1405, 18
2644, 590, 24
7492, 3631, 22
2490, 2261, 20
47, 2, 30
2271, 2692, 13
7186, 7675, 23
6505, 6337, 23
2898, 3264, 13
753, 460, 21
7905, 375, 16
6233, 409, 19
4201, 4120, 16
48, 8000, 30
5297, 4706, 29
6570, 4029, 29
2374, 6789, 22
5418, 1061, 13
7059, 748, 29
2713, 4098, 28
48, 7999, 30
4069, 5224, 28
992, 6391, 27
226, 485, 12
7340, 4056, 13
48, 2, 30
5836, 7475, 12
4225, 3698, 30
4215, 1422, 28
1311, 1160, 19
4634, 5905, 12
4915, 1507, 17
1119, 1950, 24
6310, 6963, 12
994, 3450, 19
49, 8000, 30
5699, 5776, 25
336, 27, 18
3993, 1509, 22
7396, 5566, 23
49, 7999, 30
1231, 2132, 19
4055, 3178, 23
398, 4730, 29
49, 2, 30
1561, 1332, 17
3110, 974, 14
3051, 5830, 12
5404, 2234, 14
6406, 624, 13
23, 7159, 23
50, 8000, 30
4904, 5194, 13
1343, 330, 23
7776, 1996, 16
2560, 6330, 29
2365, 531, 26
5067, 2164, 14
3926, 6791, 26
5083, 2528, 13
50, 7999, 30
5779, 5977, 21
7673, 3932, 23
1068, 7914, 12
3144, 7389, 23
2846, 7229, 27
3578, 3320, 21
5523, 6811, 26
3296, 7012, 22
2104, 5186, 15
7075, 6607, 12
50, 2, 30
3648, 164, 22
7470, 483, 16
2512, 1530, 19
7918, 7458, 25
4189, 3343, 25
7525, 6228, 23
3030, 7199, 11
4900, 5187, 24
51, 8000, 30
5009, 6838, 24
1325, 5341, 27
4444, 7081, 16
3555, 6133, 15
4916, 5107, 11
1015, 4952, 23
7508, 7679, 19
5505, 7517, 22
7574, 2500, 22
3513, 6672, 26
51, 7999, 30
3431, 2845, 28
3433, 1418, 14
7505, 2548, 22
51, 2, 30
6342, 7614, 12
2803, 6753, 23
4438, 2498, 16
1988, 5044, 28
2127, 2312, 18
7851, 2775, 17
1792, 5061, 30
4706, 805, 28
6814, 2102, 30
300, 1951, 19
52, 8000, 30
735, 5314, 27
5005, 6875, 15
6710, 4612, 23
1623, 7358, 14
5337, 311, 17
3115, 1113, 11
7769, 5390, 20
1464, 5655, 26
52, 7999, 30
2295, 1028, 23
4314, 5156, 27
2900, 4355, 12
7714, 5442, 28
2064, 7758, 23
52, 2, 30
418, 6598, 20
3789, 4754, 21
2820, 3616, 26
7289, 6672, 11
6798, 3523, 28
7892, 4856, 10
757, 510, 11
7432, 2264, 18
2722, 6555, 24
1711, 3031, 29
53, 8000, 30
2115, 7073, 28
6680, 5530, 19
2328, 4402, 14
2422, 2444, 22
53, 7999, 30
3022, 7845, 18
1318, 6485, 19
3428, 6716, 28
923, 4593, 29
53, 2, 30
3911, 5376, 27
3648, 2450, 25
6282, 6951, 27
4131, 453, 11
7522, 7854, 17
7453, 2137, 27
1816, 2183, 10
6130, 4696, 30
4161, 3573, 20
54, 8000, 30
4175, 4547, 19
1558, 6447, 22
3282, 1667, 16
3722, 1985, 29
885, 7269, 18
54, 7999, 30
6449, 4879, 26
7968, 1535, 18
4222, 4711, 13
994, 5401, 20
4132, 6808, 25
54, 2, 30
1019, 6884, 18
413, 2215, 24
6737, 2219, 19
55, 8000, 30
5022, 5127, 21
6255, 3938, 20
6651, 420, 12
5096, 6184, 18
1685, 6650, 28
1644, 7639, 16
7266, 681, 23
4819, 3205, 16
5952, 4757, 24
5908, 3665, 13
55, 7999, 30
3317, 2505, 20
6859, 1455, 23
2209, 4371, 10
6238, 6208, 27
410, 4754, 28
1090, 7046, 14
55, 2, 30
7049, 7945, 15
5319, 1727, 18
7658, 4982, 23
56, 8000, 30
5040, 7632, 25
3379, 4169, 11
5194, 7159, 30
2107, 7287, 24
7792, 6698, 14
3538, 1240, 17
5373, 1435, 20
4627, 6084, 14
2619, 4545, 14
2819, 4045, 12
56, 7999, 30
146, 2915, 12
5271, 6452, 28
2316, 7037, 19
6430, 981, 23
6927, 924, 21
3749, 2272, 22
7695, 2619, 16
2116, 4036, 15
7347, 7222, 11
56, 2, 30
7160, 5649, 16
5960, 5810, 28
828, 145, 20
788, 2617, 27
2682, 1991, 30
6350, 2344, 10
5929, 49, 27
1600, 4966, 24
57, 8000, 30
2882, 4241, 25
2512, 6307, 28
3534, 7113, 13
1447, 2179, 28
6047, 550, 17
5305, 3997, 22
6334, 7682, 29
6454, 5337, 26
7281, 5859, 25
4842, 6947, 16
57, 7999, 30
2854, 4613, 20
798, 6056, 13
7098, 7449, 21
1689, 233, 28
5881, 2574, 26
752, 4408, 20
5559, 7934, 25
5294, 5830, 25
57, 2, 30
7863, 2492, 30
7333, 3067, 18
4128, 5632, 18
3594, 4651, 11
6124, 4339, 29
4641, 4995, 27
3154, 2558, 23
58, 8000, 30
2642, 2057, 11
6158, 7215, 14
157, 5561, 16
661, 1769, 22
5772, 1645, 28
2864, 3418, 22
58, 7999, 30
2993, 643, 24
275, 3194, 14
5326, 5109, 20
3217, 7014, 11
1774, 7456, 29
5052, 5577, 12
983, 6831, 10
59, 4851, 21
58, 2, 30
1393, 3004, 25
1823, 2483, 28
3180, 802, 19
59, 8000, 30
807, 1560, 14
6611, 3028, 17
3127, 4123, 18
4170, 5668, 23
879, 3952, 17
86, 2411, 17
59, 7999, 30
924, 5884, 21
3661, 4955, 13
1332, 2452, 10
7264, 3522, 17
2100, 5628, 16
7172, 7043, 14
538, 3374, 22
6161, 7500, 16
4023, 3072, 16
6827, 5210, 21
59, 2, 30
1537, 4261, 13
491, 2750, 27
1565, 4465, 16
4091, 2950, 18
4837, 2119, 21
5578, 7868, 17
1652, 3428, 30
60, 8000, 30
3148, 5933, 17
4470, 6390, 10
6696, 1987, 24
4402, 4753, 10
3717, 6656, 13
3864, 6040, 24
6148, 1732, 12
7623, 5328, 23
721, 6696, 25
60, 7999, 30
1661, 5233, 23
4262, 1048, 11
1357, 1918, 17
7323, 2382, 17
2448, 6908, 23
2465, 5757, 12
1635, 2074, 14
3334, 5028, 28
1660, 6317, 16
60, 2, 30
2282, 7393, 17
1409, 960, 18
2787, 6824, 26
7302, 7664, 20
4019, 6373, 11
6621, 5016, 16
61, 8000, 30
6893, 5808, 14
7639, 2247, 23
7755, 6016, 23
725, 2365, 26
61, 7999, 30
5203, 2391, 24
4428, 2356, 20
341, 3830, 22
4632, 3336, 30
61, 2, 30
6013, 7120, 27
1107, 6503, 11
6362, 7081, 18
1301, 3145, 29
2581, 946, 19
5927, 5634, 28
15, 6436, 14
3409, 1224, 25
236, 7235, 24
62, 8000, 30
2323, 6613, 13
4521, 6174, 23
7190, 5523, 20
5329, 4290, 10
4904, 3611, 18
4251, 393, 20
4035, 5034, 12
4313, 6145, 11
62, 7999, 30
1261, 315, 23
4874, 58, 26
5974, 4659, 30
6473, 1429, 14
6406, 637, 17
987, 2769, 10
3343, 2639, 20
1480, 5863, 21
62, 2, 30
5327, 1386, 26
1959, 5052, 20
2885, 4140, 11
3068, 302, 27
1050, 4492, 27
2407, 7522, 15
7994, 4647, 20
63, 8000, 30
5249, 2640, 30
6786, 3360, 26
2104, 6304, 25
1787, 2635, 13
3311, 3621, 30
437, 7379, 27
6476, 2624, 12
3778, 402, 19
403, 5398, 12
63, 7999, 30
7237, 7134, 17
2342, 4405, 15
1705, 5403, 26
63, 2, 30
2123, 7981, 28
1757, 6973, 27
7360, 7227, 19
2950, 1139, 26
728, 2681, 19
564, 4573, 17
7294, 4916, 21
7111, 566, 24
5688, 4334, 28
64, 8000, 30
5271, 7038, 16
1486, 635, 18
798, 2695, 19
6797, 7726, 30
7887, 3717, 14
4486, 2993, 22
4515, 5741, 13
7972, 5209, 23
738, 715, 25
64, 7999, 30
3521, 3152, 12
7236, 6114, 12
3088, 744, 16
4325, 4894, 28
64, 2, 30
5390, 7780, 15
808, 190, 26
273, 6922, 12
5427, 4546, 15
7684, 5366, 14
5956, 7095, 29
4872, 2079, 10
65, 8000, 30
4669, 222, 14
1201, 456, 30
589, 7708, 18
65, 7999, 30
7457, 3863, 13
4108, 4435, 13
1182, 1089, 25
913, 4903, 29
4735, 6744, 14
65, 2, 30
2001, 1838, 13
6738, 4625, 28
4711, 4650, 12
66, 8000, 30
4662, 1740, 15
146, 5610, 29
4018, 5091, 18
6523, 1585, 10
2385, 673, 16
2547, 7170, 11
2085, 3175, 30
7574, 7602, 16
1912, 81, 17
66, 7999, 30
4000, 5453, 10
7057, 4790, 23
1685, 4425, 21
6977, 552, 24
5505, 6193, 12
7060, 5835, 27
1353, 2146, 12
66, 2, 30
2140, 4156, 25
3930, 2611, 24
6711, 1994, 28
67, 8000, 30
3527, 4295, 11
4659, 3072, 21
2204, 3501, 20
2462, 1087, 29
7063, 912, 16
67, 7999, 30
4548, 2003, 20
5300, 6507, 22
7451, 7847, 13
1695, 4685, 23
1896, 4725, 30
2744, 7929, 15
101, 1137, 14
4396, 2123, 26
3862, 1538, 11
67, 2, 30
2593, 3791, 13
2424, 1360, 16
2642, 4912, 29
3910, 4405, 26
4033, 1723, 17
7223, 6213, 18
4550, 3037, 11
5481, 2303, 29
68, 8000, 30
4515, 5882, 15
7378, 4038, 16
2701, 5297, 15
4525, 6958, 16
1013, 7112, 29
